"SubjID","P_true","x1","x2","CE"
1,0.6,100,50,57.8041603847556
1,0.95,200,150,172.980089236343
1,0.5,200,100,122.53616474172
1,0.75,200,0,66.2101502120731
1,0.99,200,0,19.9060620845577
1,0.9,150,50,87.1240511025966
1,0.6,50,25,32.6518497929431
1,0.6,150,100,140.81330166086
1,0.1,150,50,62.7490284181225
1,0.9,200,0,63.1523556198853
1,0.6,200,0,40.8817868019082
1,0.99,75,50,42.3023720642359
1,0.75,100,50,102.732719279636
1,0.95,50,25,39.0741883004346
1,0.05,400,0,53.703372494188
1,0.4,75,50,34.764402671188
1,0.25,150,0,20.3845924571304
1,0.1,200,150,163.26840524594
1,0.95,200,100,170.825700843519
1,0.99,150,0,72.4174337508339
1,0.01,200,0,56.0175178938289
1,0.4,75,0,-0.859971108782563
1,0.01,75,50,48.6477104323925
1,0.6,150,50,93.0431007712304
1,0.4,50,0,-11.9198392035247
1,0.6,400,0,124.569565303562
1,0.5,50,25,40.1333772734132
1,0.4,800,0,165.920217074355
1,0.25,75,50,53.6276621609414
1,0.25,100,50,8.5521332813581
1,0.01,200,150,158.271845235354
1,0.75,150,0,32.6596064353351
1,0.01,150,100,116.608496309589
1,0.05,150,0,31.2313943695931
1,0.95,100,50,95.5103791164103
1,0.05,100,0,-2.43224392571093
1,0.4,200,0,40.4917705914259
1,0.9,75,50,100.926323155405
1,0.1,75,50,47.4181452276936
1,0.9,200,150,149.656627986682
1,0.75,50,0,32.7910493194821
1,0.9,150,100,132.696918037202
1,0.6,200,100,138.218185717402
1,0.99,25,0,26.0744270127024
1,0.99,100,0,76.4678354114723
1,0.75,75,50,84.5636073346901
1,0.95,50,0,24.5098983076132
1,0.1,400,0,90.3957050379367
1,0.25,50,0,15.1805904513751
1,0.1,200,100,100.941709776521
1,0.99,200,150,180.955480117942
1,0.25,200,100,105.682341527952
1,0.95,400,0,104.399915203889
1,0.25,200,0,15.1517203699572
1,0.75,50,25,37.3185412702039
1,0.4,200,150,142.27055239042
1,0.99,150,100,148.997147937977
1,0.1,100,0,41.654532117904
1,0.95,200,0,30.8649356354933
1,0.05,50,0,-3.40004171537248
1,0.5,150,50,64.5934578548743
1,0.01,150,50,23.0145453858611
1,0.95,150,100,135.042495210078
1,0.9,400,0,112.034783218335
1,0.5,75,0,29.6702460383904
1,0.1,800,0,120.500955867967
1,0.9,150,0,44.6010883352508
1,0.75,200,100,150.168019110783
1,0.05,75,50,50.4138057488418
1,0.01,25,0,54.2007562940746
1,0.95,75,0,5.68648055030116
1,0.5,100,50,63.9814170979989
1,0.05,75,0,8.43743596598745
1,0.01,75,0,33.2868767957933
1,0.99,400,0,122.328387480083
1,0.25,100,0,-13.3280895427338
1,0.95,150,0,76.0154981516313
1,0.5,200,150,189.424169317918
1,0.1,50,25,60.4086953415819
1,0.5,800,0,166.645520086517
1,0.95,75,50,79.0198705188238
1,0.99,800,0,236.650816966048
1,0.05,800,0,119.292914409076
1,0.75,150,50,77.0565194735262
1,0.4,25,0,23.7407150268925
1,0.4,200,100,138.977158044723
1,0.4,150,0,32.2347208852924
1,0.05,150,100,122.789304934376
1,0.4,100,0,33.4159140249667
1,0.99,75,0,45.9997094290572
1,0.25,150,100,110.046487091856
1,0.5,400,0,106.59771603081
1,0.99,150,50,66.9441027248302
1,0.6,50,0,-50.4594167622818
1,0.25,75,0,8.38016945892123
1,0.6,100,0,69.1860091514646
1,0.05,25,0,2.40969914563884
1,0.1,100,50,53.7823798320843
1,0.9,50,25,13.5904322327245
1,0.25,800,0,178.085534330917
1,0.01,150,0,13.5173512887139
1,0.6,150,0,10.2830551656906
1,0.4,150,100,144.605417764395
1,0.05,100,50,99.6612076604558
1,0.25,25,0,-13.473169965155
1,0.5,50,0,50.4098453785288
1,0.9,100,0,17.966956232187
1,0.99,200,100,141.169132482149
1,0.05,200,100,141.119546944816
1,0.9,50,0,14.5909874224419
1,0.75,75,0,18.189411979318
1,0.75,25,0,-23.5300154991737
1,0.9,75,0,-8.46121845374074
1,0.5,150,0,56.6986274232826
1,0.05,200,0,48.2741828369741
1,0.01,50,25,28.89260636966
1,0.05,150,50,85.9631614574667
1,0.9,100,50,66.5319703006968
1,0.4,150,50,120.19009376933
1,0.6,75,50,72.76906194807
1,0.1,150,0,15.6902247556635
1,0.1,75,0,-16.7982737332051
1,0.25,50,25,51.5768680254686
1,0.6,75,0,34.9094304613392
1,0.25,200,150,150.602585965923
1,0.01,400,0,44.688742462512
1,0.6,25,0,38.8107889397317
1,0.1,25,0,-8.60350102941294
1,0.9,800,0,220.986298157638
1,0.95,100,0,82.0723899389523
1,0.6,800,0,196.143662631897
1,0.9,25,0,-1.24563612919148
1,0.01,100,0,50.7835045760878
1,0.01,800,0,52.9469419606846
1,0.01,100,50,76.9313007690252
1,0.95,150,50,86.0694581768539
1,0.75,200,150,187.680049510847
1,0.01,50,0,8.71280134684229
1,0.75,400,0,125.467165334247
1,0.9,200,100,128.266455646113
1,0.4,50,25,18.3413477382179
1,0.75,800,0,197.717060095858
1,0.75,150,100,153.324429652096
1,0.5,150,100,104.548106538156
1,0.1,150,100,121.266566251319
1,0.1,50,0,46.4591751734157
1,0.99,50,0,-5.36397690281346
1,0.99,100,50,44.1128714151891
1,0.25,150,50,110.699373107187
1,0.5,200,0,41.5658165725442
1,0.05,200,150,140.730711323199
1,0.5,75,50,79.2870707415458
1,0.25,400,0,62.7056986936917
1,0.99,50,25,38.1388143555452
1,0.75,100,0,53.9648270462459
1,0.1,200,0,23.7528595201847
1,0.5,100,0,-3.29413432773009
1,0.95,25,0,12.0872342632254
1,0.5,25,0,-18.0785359418705
1,0.4,400,0,116.780341327366
1,0.4,100,50,91.7855310329706
1,0.01,200,100,118.683485293818
1,0.05,50,25,44.3449664253679
1,0.95,800,0,253.784544980601
1,0.6,200,150,172.938580086798
1,0.99,150,100,147.078091215433
1,0.4,200,0,40.7493875685656
1,0.95,75,50,81.7242741775878
1,0.01,200,100,147.295416413159
1,0.25,75,0,18.8473854313162
1,0.1,150,50,81.894096657765
1,0.5,25,0,-21.6974798889763
1,0.95,75,0,10.9446895015987
1,0.75,200,150,158.168660946416
1,0.9,200,0,102.352245136133
1,0.05,150,0,26.4101519047728
1,0.1,50,25,48.856409755775
1,0.75,200,100,138.160823298245
1,0.5,200,0,55.4628930769661
1,0.9,150,0,31.7063656786286
1,0.01,50,0,-1.05872892496666
1,0.4,150,100,143.453733497931
1,0.75,75,0,19.3316567331006
1,0.95,200,0,48.6172102306919
