Subject#	Target_color	Block#	Trial#	Numerosity	N_target	P_true	P_reported	RT	
11	1	1	1	400	40	0.1	0.1	0.853726	
11	1	1	2	200	62	0.31	0.2	0.813694	
11	1	1	3	400	312	0.78	0.95	0.347155	
11	1	1	4	400	364	0.91	0.98	0.484372	
11	1	1	5	600	552	0.92	0.945	0.972179	
11	1	1	6	600	312	0.52	0.79	1.00639	
11	1	1	7	300	18	0.06	0.025	1.52908	
11	1	1	8	400	16	0.04	0.02	0.561801	
11	1	1	9	300	48	0.16	0.07	0.930131	
11	1	1	10	400	12	0.03	0.01	0.279828	
11	1	1	11	400	68	0.17	0.11	0.456844	
11	1	1	12	400	248	0.62	0.75	1.14197	
11	1	1	13	500	425	0.85	0.91	0.826654	
11	1	1	14	500	100	0.2	0.4	0.707086	
11	1	1	15	600	564	0.94	0.96	0.936055	
11	1	1	16	500	325	0.65	0.6	1.85471	
11	1	1	17	600	114	0.19	0.32	1.01727	
11	1	1	18	400	56	0.14	0.15	1.51214	
11	1	1	19	400	144	0.36	0.3	10.2058	
11	1	1	20	300	231	0.77	0.06	2.08472	
11	1	1	21	200	42	0.21	0.05	1.52715	
11	1	1	22	600	498	0.83	0.95	0.572147	
11	1	1	23	300	54	0.18	0.04	1.2135	
11	1	1	24	500	165	0.33	0.6	0.454466	
11	1	1	25	600	558	0.93	0.9	0.835387	
11	1	1	26	400	88	0.22	0.2	0.873633	
11	1	1	27	300	243	0.81	0.854	2.85076	
11	1	1	28	300	123	0.41	0.6	1.43224	
11	1	1	29	300	111	0.37	0.55	0.733423	
11	1	1	30	500	270	0.54	0.95	0.257184	
11	1	1	31	500	170	0.34	0.5	0.305281	
11	1	1	32	500	355	0.71	0.93	0.341879	
11	1	1	33	400	352	0.88	0.98	1.37459	
11	1	1	34	300	15	0.05	0.33	1.14522	
11	1	1	35	200	158	0.79	0.97	1.37793	
11	1	1	36	600	318	0.53	0.5	0.225192	
11	1	1	37	200	50	0.25	0.03	0.99311	
11	1	1	38	200	88	0.44	0.54	0.448284	
11	1	1	39	300	81	0.27	0.35	0.616638	
11	1	1	40	500	335	0.67	0.71	0.722859	
11	1	1	41	300	225	0.75	0.89	0.803577	
11	1	1	42	200	144	0.72	0.563	2.6346	
11	1	1	43	200	118	0.59	0.65	1.01566	
11	1	1	44	200	120	0.6	0.65	0.258739	
11	1	1	45	600	582	0.97	0.94	0.180062	
11	1	1	46	600	492	0.82	0.92	0.207879	
11	1	1	47	300	150	0.5	0.562	0.969152	
11	1	1	48	500	285	0.57	0.84	1.49888	
11	1	1	49	500	230	0.46	0.54	1.36977	
11	1	1	50	600	288	0.48	0.652	0.682559	
11	1	1	51	200	70	0.35	0.2	2.9112	
11	1	1	52	400	292	0.73	0.75	0.463042	
11	1	1	53	500	255	0.51	0.75	1.48628	
11	1	1	54	400	396	0.99	0.997	1.40928	
11	1	1	55	200	78	0.39	0.4	1.57549	
11	1	1	56	600	588	0.98	0.99	8.17217	
11	1	1	57	300	168	0.56	0.6	2.04601	
11	1	1	58	600	348	0.58	0.8	0.248377	
11	1	1	59	500	55	0.11	0.1	1.0699	
11	1	1	60	300	72	0.24	0.122	0.657096	
11	1	1	61	500	305	0.61	0.863	0.781035	
11	1	1	62	200	98	0.49	0.46	1.05797	
11	1	1	63	400	32	0.08	0.1	0.390836	
11	1	1	64	600	72	0.12	0.02	1.38614	
11	1	1	65	500	430	0.86	0.8	1.25721	
11	1	1	66	300	240	0.8	0.8	3.56427	
11	1	1	67	300	207	0.69	0.805	0.565693	
11	1	1	68	200	80	0.4	0.463	2.07267	
11	1	1	69	500	480	0.96	0.95	0.444734	
11	1	1	70	500	130	0.26	0.2	1.0536	
11	1	1	71	300	129	0.43	0.42	0.265549	
11	1	1	72	400	152	0.38	0.5	0.241901	
11	1	1	73	400	112	0.28	0.56	2.55777	
11	1	1	74	400	60	0.15	0.2	0.829818	
11	1	1	75	200	2	0.01	0.002	1.10311	
