Subject#	Session#	Block#	Stim#	Trial#	Task	Numerosity	P_true	P_reported	x1	x2	CE	
12	1	1	52	1	2	0	0.25	0	400	0	40	
12	1	1	22	2	2	0	0.05	0	400	0	8	
12	1	1	159	3	2	0	0.99	0	50	25	34.5	
12	1	1	91	4	2	0	0.6	0	25	0	6.5	
12	1	1	128	5	2	0	0.9	0	800	0	176	
12	1	1	108	6	1	400	0.99	0.949006	0	0	0	
12	1	1	298	7	1	400	0.4	0.33547	0	0	0	
12	1	1	77	8	1	300	0.4	0.399159	0	0	0	
12	1	1	145	9	1	600	0.6	0.5	0	0	0	
12	1	1	8	10	2	0	0.01	0	800	0	16	
12	1	1	304	11	1	500	0.5	0.419327	0	0	0	
12	1	1	76	12	2	0	0.5	0	25	0	4.5	
12	1	1	287	13	1	300	0.1	0.323794	0	0	0	
12	1	1	203	14	1	400	0.75	0.690005	0	0	0	
12	1	1	155	15	2	0	0.99	0	150	0	81	
12	1	1	275	16	1	600	0.99	0.95856	0	0	0	
12	1	1	112	17	2	0	0.75	0	400	0	104	
12	1	1	80	18	1	600	0.4	0.382176	0	0	0	
12	1	1	211	19	1	200	0.95	0.802522	0	0	0	
12	1	1	173	20	1	400	0.05	0.138035	0	0	0	
12	1	1	47	21	2	0	0.25	0	50	0	9	
12	1	1	162	22	1	300	0.99	0.870457	0	0	0	
12	1	1	110	23	1	600	0.99	0.960683	0	0	0	
12	1	1	250	24	1	600	0.5	0.384299	0	0	0	
12	1	1	137	25	1	300	0.5	0.481955	0	0	0	
12	1	1	68	26	1	400	0.1	0.29938	0	0	0	
12	1	1	99	27	2	0	0.6	0	50	25	31.5	
12	1	1	152	28	2	0	0.99	0	50	0	29	
12	1	1	24	29	2	0	0.05	0	50	25	27.5	
12	1	1	85	30	1	600	0.5	0.563689	0	0	0	
12	1	1	311	31	1	200	0.75	0.597656	0	0	0	
12	1	1	161	32	2	0	0.99	0	100	50	75	
12	1	1	210	33	1	600	0.9	0.743079	0	0	0	
12	1	1	84	34	2	0	0.5	0	50	25	32.5	
12	1	1	139	35	1	500	0.5	0.454356	0	0	0	
12	1	1	218	36	1	400	0.99	0.974482	0	0	0	
12	1	1	269	37	1	500	0.95	0.916101	0	0	0	
12	1	1	47	38	1	300	0.95	0.806768	0	0	0	
12	1	1	312	39	1	300	0.75	0.683636	0	0	0	
12	1	1	114	40	1	500	0.01	0.0679772	0	0	0	
