Subject#	Session#	Block#	Stim#	Trial#	Task	Numerosity	P_true	P_reported	x1	x2	CE	
8	1	1	140	1	1	600	0.5	0.468156	0	0	0	
8	1	1	39	2	2	0	0.1	0	50	25	26.5	
8	1	1	196	3	1	200	0.6	0.511676	0	0	0	
8	1	1	67	4	1	300	0.1	0.0860224	0	0	0	
8	1	1	212	5	1	300	0.95	0.925654	0	0	0	
8	1	1	116	6	1	200	0.05	0.0764691	0	0	0	
8	1	1	59	7	2	0	0.25	0	200	100	126	
8	1	1	181	8	1	200	0.25	0.365192	0	0	0	
8	1	1	215	9	1	600	0.95	0.898055	0	0	0	
8	1	1	96	10	1	200	0.9	0.873641	0	0	0	
8	1	1	133	11	2	0	0.9	0	150	100	135	
8	1	1	119	12	1	500	0.05	0.0934528	0	0	0	
8	1	1	26	13	1	200	0.5	0.409774	0	0	0	
8	1	1	271	14	1	200	0.99	0.942638	0	0	0	
8	1	1	192	15	1	300	0.5	0.479832	0	0	0	
8	1	1	47	16	1	300	0.95	0.882133	0	0	0	
8	1	1	279	17	1	500	0.01	0.0340099	0	0	0	
8	1	1	111	18	1	200	0.01	0.0509935	0	0	0	
8	1	1	14	19	1	500	0.1	0.153957	0	0	0	
8	1	1	16	20	1	200	0.25	0.143342	0	0	0	
8	1	1	324	21	1	500	0.95	0.944761	0	0	0	
8	1	1	122	22	2	0	0.9	0	50	0	39	
8	1	1	88	23	2	0	0.5	0	150	100	125	
8	1	1	53	24	2	0	0.25	0	800	0	240	
8	1	1	296	25	1	200	0.4	0.416143	0	0	0	
8	1	1	256	26	1	200	0.75	0.686821	0	0	0	
8	1	1	107	27	2	0	0.75	0	50	0	27	
8	1	1	255	28	1	600	0.6	0.621009	0	0	0	
8	1	1	202	29	1	300	0.75	0.778108	0	0	0	
8	1	1	261	30	1	200	0.9	0.889564	0	0	0	
8	1	1	83	31	2	0	0.5	0	800	0	240	
8	1	1	38	32	1	400	0.75	0.70062	0	0	0	
8	1	1	58	33	2	0	0.25	0	150	100	119	
8	1	1	209	34	1	500	0.9	0.866211	0	0	0	
8	1	1	23	35	2	0	0.05	0	800	0	112	
8	1	1	78	36	2	0	0.5	0	75	0	34.5	
8	1	1	211	37	1	200	0.95	0.849227	0	0	0	
8	1	1	130	38	1	600	0.25	0.284519	0	0	0	
8	1	1	100	39	2	0	0.6	0	75	50	59.5	
8	1	1	88	40	1	400	0.6	0.592349	0	0	0	
8	1	1	294	41	1	500	0.25	0.362007	0	0	0	
8	1	1	307	42	1	300	0.6	0.50743	0	0	0	
8	1	1	144	43	1	500	0.6	0.5	0	0	0	
8	1	1	129	44	2	0	0.9	0	50	25	44.5	
8	1	1	138	45	2	0	0.95	0	75	0	49.5	
8	1	1	64	46	1	500	0.05	0.0817765	0	0	0	
8	1	1	44	47	1	500	0.9	0.905486	0	0	0	
8	1	1	246	48	1	200	0.5	0.515922	0	0	0	
8	1	1	30	49	1	600	0.5	0.5	0	0	0	
8	1	1	240	50	1	600	0.25	0.407651	0	0	0	
8	1	1	15	51	1	600	0.1	0.173064	0	0	0	
8	1	1	308	52	1	400	0.6	0.481955	0	0	0	
8	1	1	218	53	1	400	0.99	0.982974	0	0	0	
8	1	1	92	54	2	0	0.6	0	50	0	29	
8	1	1	327	55	1	300	0.99	0.935207	0	0	0	
