Subject#	Target_color	Block#	Trial#	Numerosity	N_target	P_true	P_reported	RT	
10	2	1	1	400	176	0.44	0.6	3.82882	
10	2	1	2	400	68	0.17	0.12	5.22428	
10	2	1	3	500	425	0.85	0.9	2.96979	
10	2	1	4	600	42	0.07	0.07	5.09216	
10	2	1	5	600	174	0.29	0.45	2.59982	
10	2	1	6	200	176	0.88	0.96	4.03657	
10	2	1	7	200	154	0.77	0.96	2.46655	
10	2	1	8	400	168	0.42	0.5	1.09401	
10	2	1	9	300	204	0.68	0.6	1.14273	
10	2	1	10	200	86	0.43	0.55	3.58438	
10	2	1	11	200	162	0.81	0.92	2.89137	
10	2	1	12	300	33	0.11	0.08	2.29461	
10	2	1	13	600	90	0.15	0.15	4.36254	
10	2	1	14	400	312	0.78	0.8	2.75175	
10	2	1	15	600	108	0.18	0.3	6.02341	
10	2	1	16	200	10	0.05	0.05	7.1887	
10	2	1	17	500	415	0.83	0.97	2.18945	
10	2	1	18	500	150	0.3	0.42	2.31211	
10	2	1	19	200	172	0.86	0.88	4.29743	
10	2	1	20	200	138	0.69	0.82	5.75779	
10	2	1	21	300	105	0.35	0.2	3.70691	
10	2	1	22	600	288	0.48	0.5	2.89591	
10	2	1	23	600	240	0.4	0.5	1.38567	
10	2	1	24	400	328	0.82	0.9	2.18814	
10	2	1	25	300	93	0.31	0.36	5.71211	
10	2	1	26	300	147	0.49	0.5	0.806829	
10	2	1	27	500	460	0.92	0.95	2.16897	
10	2	1	28	300	162	0.54	0.5	2.18689	
10	2	1	29	500	105	0.21	0.19	2.83481	
10	2	1	30	200	118	0.59	0.4	2.58814	
10	2	1	31	400	180	0.45	0.05	1.07701	
10	2	1	32	200	102	0.51	0.45	2.86355	
10	2	1	33	400	108	0.27	0.2	1.89382	
10	2	1	34	400	268	0.67	0.65	9.28577	
10	2	1	35	300	24	0.08	0.1	8.31921	
10	2	1	36	200	100	0.5	0.05	0.979393	
10	2	1	37	300	225	0.75	0.7	2.55517	
10	2	1	38	500	110	0.22	0.2	1.39214	
10	2	1	39	600	96	0.16	0.26	7.57654	
10	2	1	40	200	144	0.72	0.85	3.75734	
10	2	1	41	300	150	0.5	0.7	4.1604	
10	2	1	42	300	297	0.99	0.985	2.96631	
10	2	1	43	400	252	0.63	0.55	3.13005	
10	2	1	44	200	38	0.19	0.22	3.97877	
10	2	1	45	400	40	0.1	0.16	1.57051	
10	2	1	46	500	380	0.76	0.78	3.95858	
10	2	1	47	600	480	0.8	0.82	18.5997	
10	2	1	48	500	205	0.41	0.42	1.88011	
