Subject#	Session#	Block#	Stim#	Trial#	Task	Numerosity	P_true	P_reported	x1	x2	CE	
23	1	1	136	1	2	0	0.95	0	25	0	12.5	
23	1	1	120	2	2	0	0.75	0	200	150	175	
23	1	1	62	3	2	0	0.4	0	50	0	27	
23	1	1	87	4	2	0	0.5	0	150	50	80	
23	1	1	75	5	2	0	0.4	0	200	150	175	
23	1	1	131	6	2	0	0.9	0	100	50	77	
23	1	1	31	7	2	0	0.1	0	25	0	9.5	
23	1	1	15	8	2	0	0.01	0	200	150	155	
23	1	1	8	9	2	0	0.01	0	800	0	112	
23	1	1	130	10	2	0	0.9	0	75	50	59.5	
23	1	1	95	11	2	0	0.6	0	150	0	57	
23	1	1	115	12	2	0	0.75	0	75	50	59.5	
23	1	1	160	13	2	0	0.99	0	75	50	67.5	
23	1	1	105	14	2	0	0.6	0	200	150	175	
23	1	1	19	15	2	0	0.05	0	100	0	42	
23	1	1	27	16	2	0	0.05	0	150	50	72	
23	1	1	84	17	2	0	0.5	0	50	25	35.5	
23	1	1	125	18	2	0	0.9	0	150	0	75	
23	1	1	98	19	2	0	0.6	0	800	0	400	
23	1	1	29	20	2	0	0.05	0	200	100	126	
23	1	1	39	21	2	0	0.1	0	50	25	30.5	
23	1	1	92	22	2	0	0.6	0	50	0	25	
23	1	1	51	23	2	0	0.25	0	200	0	76	
23	1	1	159	24	2	0	0.99	0	50	25	39.5	
23	1	1	153	25	2	0	0.99	0	75	0	55.5	
23	1	1	68	26	2	0	0.4	0	800	0	400	
23	1	1	64	27	2	0	0.4	0	100	0	50	
23	1	1	138	28	2	0	0.95	0	75	0	52.5	
23	1	1	35	29	2	0	0.1	0	150	0	39	
23	1	1	71	30	2	0	0.4	0	100	50	65	
23	1	1	140	31	2	0	0.95	0	150	0	75	
23	1	1	23	32	2	0	0.05	0	800	0	240	
23	1	1	143	33	2	0	0.95	0	800	0	496	
23	1	1	74	34	2	0	0.4	0	200	100	130	
23	1	1	46	35	2	0	0.25	0	25	0	9.5	
23	1	1	119	36	2	0	0.75	0	200	100	142	
23	1	1	42	37	2	0	0.1	0	150	50	80	
23	1	1	109	38	2	0	0.75	0	100	0	50	
23	1	1	25	39	2	0	0.05	0	75	50	57.5	
23	1	1	102	40	2	0	0.6	0	150	50	96	
23	1	1	32	41	2	0	0.1	0	50	0	15	
23	1	1	127	42	2	0	0.9	0	400	0	248	
23	1	1	60	43	2	0	0.25	0	200	150	165	
23	1	1	37	44	2	0	0.1	0	400	0	120	
23	1	1	162	45	2	0	0.99	0	150	50	100	
23	1	1	40	46	2	0	0.1	0	75	50	59.5	
23	1	1	70	47	2	0	0.4	0	75	50	59.5	
23	1	1	6	48	2	0	0.01	0	200	0	28	
23	1	1	1	49	2	0	0.01	0	25	0	4.5	
23	1	1	114	50	2	0	0.75	0	50	25	32.5	
23	1	1	100	51	2	0	0.6	0	75	50	63.5	
23	1	1	89	52	2	0	0.5	0	200	100	126	
23	1	1	104	53	2	0	0.6	0	200	100	130	
23	1	1	135	54	2	0	0.9	0	200	150	175	
23	1	1	47	55	2	0	0.25	0	50	0	13	
23	1	2	30	56	2	0	0.05	0	200	150	163	
23	1	2	149	57	2	0	0.95	0	200	100	150	
23	1	2	154	58	2	0	0.99	0	100	0	70	
23	1	2	61	59	2	0	0.4	0	25	0	10.5	
23	1	2	45	60	2	0	0.1	0	200	150	167	
23	1	2	34	61	2	0	0.1	0	100	0	22	
23	1	2	81	62	2	0	0.5	0	200	0	100	
23	1	2	83	63	2	0	0.5	0	800	0	208	
23	1	2	44	64	2	0	0.1	0	200	100	126	
23	1	2	112	65	2	0	0.75	0	400	0	200	
23	1	2	128	66	2	0	0.9	0	800	0	400	
23	1	2	122	67	2	0	0.9	0	50	0	21	
23	1	2	99	68	2	0	0.6	0	50	25	36.5	
23	1	2	139	69	2	0	0.95	0	100	0	50	
23	1	2	156	70	2	0	0.99	0	200	0	100	
23	1	2	63	71	2	0	0.4	0	75	0	10.5	
23	1	2	145	72	2	0	0.95	0	75	50	61.5	
23	1	2	16	73	2	0	0.05	0	25	0	11.5	
23	1	2	59	74	2	0	0.25	0	200	100	126	
23	1	2	82	75	2	0	0.5	0	400	0	200	
23	1	2	13	76	2	0	0.01	0	150	100	113	
23	1	2	48	77	2	0	0.25	0	75	0	10.5	
23	1	2	36	78	2	0	0.1	0	200	0	60	
23	1	2	66	79	2	0	0.4	0	200	0	60	
23	1	2	107	80	2	0	0.75	0	50	0	25	
23	1	2	67	81	2	0	0.4	0	400	0	120	
23	1	2	93	82	2	0	0.6	0	75	0	19.5	
23	1	2	129	83	2	0	0.9	0	50	25	34.5	
23	1	2	55	84	2	0	0.25	0	75	50	61.5	
23	1	2	161	85	2	0	0.99	0	100	50	73	
