Subject#	Target_color	Block#	Trial#	Numerosity	N_target	P_true	P_reported	RT	
4	2	1	1	300	147	0.49	0.65	1.1388	
4	2	1	2	600	426	0.71	0.8	1.75118	
4	2	1	3	300	297	0.99	0.995	1.3941	
4	2	1	4	500	330	0.66	0.5	1.04847	
4	2	1	5	600	18	0.03	0.05	1.43142	
4	2	1	6	400	244	0.61	0.5	1.86413	
4	2	1	7	300	141	0.47	0.45	1.35067	
4	2	1	8	600	432	0.72	0.825	1.4651	
4	2	1	9	600	390	0.65	0.75	1.67362	
4	2	1	10	300	261	0.87	0.85	1.9381	
4	2	1	11	500	455	0.91	0.9	1.5164	
4	2	1	12	500	415	0.83	0.8	1.24662	
4	2	1	13	300	117	0.39	0.6	1.50369	
4	2	1	14	200	104	0.52	0.5	0.600624	
4	2	1	15	400	128	0.32	0.45	1.23376	
4	2	1	16	500	20	0.04	0.1	1.36467	
4	2	1	17	500	155	0.31	0.4	2.2877	
4	2	1	18	200	108	0.54	0.5	0.77944	
4	2	1	19	200	90	0.45	0.35	1.49066	
4	2	1	20	600	348	0.58	0.777	2.43722	
4	2	1	21	300	228	0.76	0.8	1.56241	
4	2	1	22	500	440	0.88	0.9	0.882571	
4	2	1	23	400	256	0.64	0.65	1.04195	
4	2	1	24	600	408	0.68	0.78	2.4069	
4	2	1	25	200	52	0.26	0.35	1.46664	
4	2	1	26	600	450	0.75	0.9	1.52945	
4	2	1	27	300	255	0.85	0.8	2.64281	
4	2	1	28	200	38	0.19	0.25	1.53262	
4	2	1	29	600	246	0.41	0.4	1.71356	
4	2	1	30	600	84	0.14	0.2	1.20027	
4	2	1	31	500	50	0.1	0.1	0.395236	
4	2	1	32	600	276	0.46	0.56	1.50284	
4	2	1	33	300	276	0.92	0.89	1.4673	
4	2	1	34	500	140	0.28	0.34	1.59802	
4	2	1	35	600	564	0.94	0.92	2.43575	
4	2	1	36	600	102	0.17	0.15	1.05569	
4	2	1	37	200	156	0.78	0.7	2.23622	
4	2	1	38	400	160	0.4	0.5	1.7447	
4	2	1	39	400	308	0.77	0.75	1.95124	
4	2	1	40	200	46	0.23	0.23	1.3755	
4	2	1	41	400	172	0.43	0.45	0.800085	
4	2	1	42	300	75	0.25	0.23	2.60106	
4	2	1	43	300	24	0.08	0.1	0.69739	
4	2	1	44	500	300	0.6	0.756	2.2065	
4	2	1	45	300	201	0.67	0.75	2.11209	
4	2	1	46	500	405	0.81	0.8	1.74029	
4	2	1	47	200	186	0.93	0.95	0.593033	
4	2	1	48	200	96	0.48	0.5	0.408247	
4	2	1	49	400	316	0.79	0.69	2.11183	
4	2	1	50	200	2	0.01	0.05	0.791856	
4	2	1	51	400	248	0.62	0.69	2.4648	
4	2	1	52	400	392	0.98	0.99	0.66059	
4	2	1	53	500	135	0.27	0.4	1.92187	
4	2	1	54	300	258	0.86	0.8	1.46854	
4	2	1	55	400	64	0.16	0.29	1.21933	
4	2	1	56	400	380	0.95	0.95	1.7081	
4	2	1	57	200	126	0.63	0.65	1.30384	
4	2	1	58	200	42	0.21	0.4	2.34853	
4	2	1	59	200	24	0.12	0.3	2.56055	
4	2	1	60	300	102	0.34	0.4	1.4388	
4	2	1	61	300	6	0.02	0.09	2.25772	
4	2	1	62	200	48	0.24	0.35	1.74622	
4	2	1	63	400	224	0.56	0.5	0.696094	
4	2	1	64	500	220	0.44	0.42	0.833409	
4	2	1	65	600	318	0.53	0.4	1.2164	
4	2	1	66	600	180	0.3	0.3	0.76952	
4	2	1	67	500	30	0.06	0.1	1.82099	
4	2	1	68	400	88	0.22	0.25	1.22861	
4	2	1	69	200	118	0.59	0.6	1.18897	
4	2	1	70	300	99	0.33	0.4	2.29955	
4	2	1	71	400	36	0.09	0.2	2.19185	
4	2	1	72	600	306	0.51	0.77	0.857907	
4	2	1	73	500	480	0.96	0.09	2.51031	
4	2	1	74	600	330	0.55	0.86	1.9804	
4	2	1	75	400	200	0.5	0.5	0.632604	
4	2	1	76	500	175	0.35	0.43	0.989663	
4	2	1	77	600	42	0.07	0.19	2.29432	
4	2	1	78	400	292	0.73	0.8	1.30887	
4	2	1	79	200	30	0.15	0.32	2.23754	
4	2	1	80	400	328	0.82	0.79	0.959415	
4	2	1	81	200	140	0.7	0.69	1.21083	
4	2	1	82	300	111	0.37	0.62	1.27159	
4	2	1	83	300	15	0.05	0.201	2.24761	
4	2	1	84	300	240	0.8	0.78	2.03157	
4	2	1	85	500	370	0.74	0.84	1.57158	
4	2	1	86	600	120	0.2	0.33	2.25589	
4	2	1	87	200	180	0.9	0.8	1.11385	
4	2	1	88	400	276	0.69	0.7	0.632863	
4	2	1	89	300	291	0.97	0.9	0.455873	
4	2	1	90	500	250	0.5	0.49	1.88956	
4	2	1	91	500	55	0.11	0.158	1.136	
4	2	1	92	400	116	0.29	0.264	2.04989	
4	2	1	93	300	171	0.57	0.501	1.5578	
4	2	1	94	500	445	0.89	0.685	1.85622	
4	2	1	95	200	168	0.84	0.6	1.30434	
4	2	1	96	200	84	0.42	0.7	1.90293	
4	2	1	97	600	216	0.36	0.4	1.30656	
4	2	1	98	400	72	0.18	0.25	1.07555	
4	2	1	99	500	65	0.13	0.28	0.964575	
4	2	1	100	600	228	0.38	0.35	1.27554	
4	2	2	101	500	135	0.27	0.39	1.33175	
4	2	2	102	400	224	0.56	0.66	0.85416	
4	2	2	103	200	38	0.19	0.45	0.899867	
4	2	2	104	200	20	0.1	0.39	2.4731	
4	2	2	105	600	12	0.02	0.1	1.36926	
4	2	2	106	600	270	0.45	0.47	1.21599	
4	2	2	107	400	216	0.54	0.69	1.74862	
4	2	2	108	300	3	0.01	0.05	0.453078	
4	2	2	109	400	168	0.42	0.6	1.92071	
4	2	2	110	600	264	0.44	0.55	0.691319	
4	2	2	111	600	240	0.4	0.4	1.3686	
4	2	2	112	200	126	0.63	0.74	2.12772	
4	2	2	113	200	58	0.29	0.3	0.949484	
4	2	2	114	400	68	0.17	0.39	0.857088	
4	2	2	115	600	552	0.92	0.88	1.41033	
4	2	2	116	200	174	0.87	0.7	1.81115	
4	2	2	117	200	64	0.32	0.66	1.07174	
4	2	2	118	200	12	0.06	0.25	1.24839	
4	2	2	119	600	360	0.6	0.6	1.45729	
4	2	2	120	500	250	0.5	0.8	1.16847	
4	2	2	121	400	276	0.69	0.75	0.481355	
4	2	2	122	600	300	0.5	0.55	1.36076	
4	2	2	123	300	291	0.97	0.9	1.02566	
4	2	2	124	600	486	0.81	0.81	1.30479	
4	2	2	125	200	46	0.23	0.45	1.53163	
4	2	2	126	500	35	0.07	0.19	1.82047	
4	2	2	127	400	196	0.49	0.59	2.35508	
4	2	2	128	300	285	0.95	0.88	1.24776	
4	2	2	129	300	216	0.72	0.66	0.996658	
4	2	2	130	300	237	0.79	0.65	0.538957	
4	2	2	131	200	68	0.34	0.49	1.1159	
4	2	2	132	200	114	0.57	0.59	0.810642	
4	2	2	133	300	195	0.65	0.5	0.531788	
4	2	2	134	200	70	0.35	0.3	0.460998	
4	2	2	135	500	155	0.31	0.4	1.49253	
4	2	2	136	300	114	0.38	0.38	2.33562	
4	2	2	137	500	350	0.7	0.71	2.2914	
4	2	2	138	600	234	0.39	0.56	1.41155	
4	2	2	139	400	308	0.77	0.85	0.578662	
4	2	2	140	500	260	0.52	0.55	0.805913	
4	2	2	141	300	138	0.46	0.45	0.979232	
4	2	2	142	400	272	0.68	0.65	0.726343	
4	2	2	143	500	25	0.05	0.21	0.84893	
4	2	2	144	400	300	0.75	0.7	1.48201	
4	2	2	145	600	492	0.82	0.89	1.08448	
4	2	2	146	300	279	0.93	0.91	0.32571	
4	2	2	147	500	70	0.14	0.275	1.55506	
4	2	2	148	200	172	0.86	0.85	1.13724	
4	2	2	149	400	12	0.03	0.115	0.45835	
4	2	2	150	400	336	0.84	0.745	1.21784	
4	2	2	151	500	90	0.18	0.33	1.07414	
4	2	2	152	600	384	0.64	0.49	1.25528	
4	2	2	153	300	273	0.91	0.75	0.612027	
4	2	2	154	200	56	0.28	0.39	1.53162	
4	2	2	155	400	304	0.76	0.49	1.4164	
4	2	2	156	500	45	0.09	0.21	1.12931	
4	2	2	157	200	16	0.08	0.33	1.54804	
