Subject#	Session#	Block#	Stim#	Trial#	Task	Numerosity	P_true	P_reported	x1	x2	CE	
4	1	1	148	1	2	0	0.95	0	150	100	105	
4	1	1	288	2	1	400	0.1	0.0647928	0	0	0	
4	1	1	107	3	2	0	0.75	0	50	0	29	
4	1	1	15	4	1	600	0.1	0.0414402	0	0	0	
4	1	1	83	5	2	0	0.5	0	800	0	176	
4	1	1	158	6	1	400	0.95	0.96599	0	0	0	
4	1	1	181	7	1	200	0.25	0.0679772	0	0	0	
4	1	1	269	8	1	500	0.95	0.935207	0	0	0	
4	1	1	113	9	1	400	0.01	0.00747283	0	0	0	
4	1	1	267	10	1	300	0.95	0.959621	0	0	0	
4	1	1	227	11	1	300	0.05	0.0361328	0	0	0	
4	1	1	105	12	1	600	0.95	0.920346	0	0	0	
4	1	1	86	13	1	200	0.6	0.626316	0	0	0	
4	1	1	82	14	1	300	0.5	0.497877	0	0	0	
4	1	1	111	15	2	0	0.75	0	200	0	108	
4	1	1	253	16	1	400	0.6	0.637993	0	0	0	
4	1	1	144	17	2	0	0.95	0	50	25	39.5	
4	1	1	26	18	1	200	0.5	0.5	0	0	0	
4	1	1	70	19	2	0	0.4	0	75	50	59.5	
4	1	1	105	20	2	0	0.6	0	200	150	159	
4	1	1	322	21	1	300	0.95	0.955375	0	0	0	
4	1	1	257	22	1	300	0.75	0.902301	0	0	0	
4	1	1	149	23	2	0	0.95	0	200	100	134	
4	1	1	13	24	2	0	0.01	0	150	100	109	
4	1	1	35	25	2	0	0.1	0	150	0	9	
4	1	1	161	26	1	200	0.99	0.992527	0	0	0	
4	1	1	238	27	1	400	0.25	0.198539	0	0	0	
4	1	1	91	28	2	0	0.6	0	25	0	9.5	
4	1	1	162	29	1	300	0.99	0.988281	0	0	0	
4	1	1	289	30	1	500	0.1	0.147588	0	0	0	
4	1	1	115	31	1	600	0.01	0.0149032	0	0	0	
4	1	1	286	32	1	200	0.1	0.0308254	0	0	0	
4	1	1	208	33	1	400	0.9	0.963867	0	0	0	
4	1	1	209	34	1	500	0.9	0.972359	0	0	0	
4	1	1	302	35	1	300	0.5	0.530783	0	0	0	
4	1	1	240	36	1	600	0.25	0.426758	0	0	0	
4	1	1	278	37	1	400	0.01	0.0106573	0	0	0	
4	1	1	137	38	2	0	0.95	0	50	0	29	
4	1	1	103	39	1	400	0.95	0.977666	0	0	0	
4	1	1	168	40	1	400	0.01	0.00959579	0	0	0	
4	1	1	143	41	1	400	0.6	0.511676	0	0	0	
4	1	1	4	42	2	0	0.01	0	100	0	10	
4	1	1	119	43	2	0	0.75	0	200	100	146	
4	1	1	49	44	1	500	0.95	0.968113	0	0	0	
4	1	1	244	45	1	500	0.4	0.529721	0	0	0	
4	1	1	75	46	1	600	0.25	0.455418	0	0	0	
4	1	1	260	47	1	600	0.75	0.861965	0	0	0	
4	1	1	165	48	2	0	0.99	0	200	150	171	
4	1	1	2	49	2	0	0.01	0	50	0	5	
4	1	1	189	50	1	500	0.4	0.376868	0	0	0	
4	1	1	216	51	1	200	0.99	0.980851	0	0	0	
4	1	1	27	52	1	300	0.5	0.5	0	0	0	
4	1	1	43	53	1	400	0.9	0.921408	0	0	0	
4	1	1	264	54	1	500	0.9	0.870457	0	0	0	
4	1	1	315	55	1	600	0.75	0.730341	0	0	0	
4	1	1	242	56	1	300	0.4	0.574304	0	0	0	
4	1	1	95	57	1	600	0.75	0.767493	0	0	0	
4	1	1	292	58	1	300	0.25	0.312118	0	0	0	
4	1	1	163	59	2	0	0.99	0	150	100	129	
4	1	1	60	60	2	0	0.25	0	200	150	169	
4	1	1	154	61	2	0	0.99	0	100	0	30	
4	1	1	219	62	1	500	0.99	0.992527	0	0	0	
4	1	1	126	63	1	200	0.25	0.117867	0	0	0	
