Subject#	Session#	Block#	Stim#	Trial#	Task	Numerosity	P_true	P_reported	x1	x2	CE	
9	1	1	12	1	1	300	0.1	0.0775306	0	0	0	
9	1	1	195	2	1	600	0.5	0.502123	0	0	0	
9	1	1	65	3	1	600	0.05	0.0552395	0	0	0	
9	1	1	176	4	1	200	0.1	0.0573624	0	0	0	
9	1	1	139	5	1	500	0.5	0.397036	0	0	0	
9	1	1	192	6	1	300	0.5	0.513799	0	0	0	
9	1	1	44	7	2	0	0.1	0	200	100	118	
9	1	1	165	8	2	0	0.99	0	200	150	191	
9	1	1	72	9	2	0	0.4	0	150	50	88	
9	1	1	169	10	1	500	0.01	0.0032269	0	0	0	
9	1	1	43	11	2	0	0.1	0	150	100	109	
9	1	1	303	12	1	400	0.5	0.401282	0	0	0	
9	1	1	36	13	2	0	0.1	0	200	0	36	
9	1	1	22	14	2	0	0.05	0	400	0	40	
9	1	1	51	15	1	200	0.99	0.989343	0	0	0	
9	1	1	25	16	1	600	0.4	0.469217	0	0	0	
9	1	1	111	17	2	0	0.75	0	200	0	100	
9	1	1	301	18	1	200	0.5	0.5	0	0	0	
9	1	1	172	19	1	300	0.05	0.027641	0	0	0	
9	1	1	317	20	1	300	0.9	0.975543	0	0	0	
9	1	1	10	21	1	600	0.05	0.00853431	0	0	0	
9	1	1	34	22	1	500	0.6	0.59341	0	0	0	
9	1	1	138	23	1	400	0.5	0.5	0	0	0	
9	1	1	121	24	1	200	0.1	0.0573624	0	0	0	
9	1	1	284	25	1	500	0.05	0.0117187	0	0	0	
9	1	1	64	26	1	500	0.05	0.0127802	0	0	0	
9	1	1	247	27	1	300	0.5	0.5	0	0	0	
9	1	1	115	28	2	0	0.75	0	75	50	61.5	
9	1	1	113	29	1	400	0.01	0.00534986	0	0	0	
9	1	1	248	30	1	400	0.5	0.544582	0	0	0	
9	1	1	28	31	1	400	0.5	0.52123	0	0	0	
9	1	1	319	32	1	500	0.9	0.87258	0	0	0	
9	1	1	143	33	1	400	0.6	0.5	0	0	0	
9	1	1	140	34	1	600	0.5	0.491508	0	0	0	
9	1	1	148	35	2	0	0.95	0	150	100	145	
9	1	1	42	36	1	300	0.9	0.509553	0	0	0	
9	1	1	271	37	1	200	0.99	0.996773	0	0	0	
9	1	1	53	38	2	0	0.25	0	800	0	144	
9	1	1	19	39	2	0	0.05	0	100	0	22	
9	1	1	150	40	1	600	0.75	0.807829	0	0	0	
9	1	1	145	41	1	600	0.6	0.5	0	0	0	
9	1	1	1	42	2	0	0.01	0	25	0	9.5	
9	1	1	289	43	1	500	0.1	0.0191491	0	0	0	
9	1	1	123	44	1	400	0.1	0.052055	0	0	0	
9	1	1	117	45	2	0	0.75	0	150	50	108	
9	1	1	71	46	2	0	0.4	0	100	50	75	
9	1	1	74	47	1	500	0.25	0.244183	0	0	0	
9	1	1	104	48	1	500	0.95	0.988281	0	0	0	
9	1	1	5	49	2	0	0.01	0	150	0	21	
9	1	1	32	50	1	300	0.6	0.303626	0	0	0	
9	1	1	275	51	1	600	0.99	0.99465	0	0	0	
9	1	1	52	52	2	0	0.25	0	400	0	104	
9	1	1	180	53	1	600	0.1	0.0287024	0	0	0	
9	1	1	101	54	1	200	0.95	0.979789	0	0	0	
9	1	1	43	55	1	400	0.9	0.971298	0	0	0	
9	1	1	145	56	2	0	0.95	0	75	50	69.5	
9	1	1	315	57	1	600	0.75	0.814198	0	0	0	
9	1	1	8	58	2	0	0.01	0	800	0	80	
9	1	1	287	59	1	300	0.1	0.0297639	0	0	0	
9	1	1	83	60	1	400	0.5	0.3567	0	0	0	
9	1	1	103	61	1	400	0.95	0.960683	0	0	0	
9	1	1	124	62	1	500	0.1	0.025518	0	0	0	
9	1	1	147	63	2	0	0.95	0	150	50	88	
9	1	1	104	64	2	0	0.6	0	200	100	150	
9	1	1	150	65	2	0	0.95	0	200	150	173	
9	1	1	119	66	2	0	0.75	0	200	100	138	
9	1	1	291	67	1	200	0.25	0.0976987	0	0	0	
9	1	1	49	68	2	0	0.25	0	100	0	30	
9	1	1	3	69	2	0	0.01	0	75	0	10.5	
9	1	1	27	70	1	300	0.5	0.565812	0	0	0	
9	1	1	85	71	2	0	0.5	0	75	50	65.5	
9	1	1	196	72	1	200	0.6	0.501061	0	0	0	
9	1	1	3	73	1	400	0.01	0.00641135	0	0	0	
9	1	1	281	74	1	200	0.05	0.0127802	0	0	0	
9	1	1	149	75	1	500	0.75	0.972359	0	0	0	
9	1	1	96	76	2	0	0.6	0	200	0	116	
9	1	1	296	77	1	200	0.4	0.5	0	0	0	
9	1	1	197	78	1	300	0.6	0.540336	0	0	0	
9	1	1	59	79	1	500	0.01	0.00853431	0	0	0	
9	1	1	4	80	1	500	0.01	0.00534986	0	0	0	
9	1	1	133	81	1	400	0.4	0.460725	0	0	0	
9	1	1	75	82	2	0	0.4	0	200	150	171	
9	1	1	221	83	1	200	0.01	0.00428838	0	0	0	
9	1	1	217	84	1	300	0.99	0.99465	0	0	0	
9	1	1	102	85	2	0	0.6	0	150	50	108	
9	1	1	33	86	1	400	0.6	0.623132	0	0	0	
9	1	1	120	87	2	0	0.75	0	200	150	181	
9	1	1	329	88	1	500	0.99	0.990404	0	0	0	
9	1	1	325	89	1	600	0.95	0.961744	0	0	0	
9	1	1	67	90	1	300	0.1	0.0308254	0	0	0	
9	1	1	132	91	2	0	0.9	0	150	50	108	
9	1	1	32	92	2	0	0.1	0	50	0	17	
9	1	1	240	93	1	600	0.25	0.250552	0	0	0	
9	1	1	191	94	1	200	0.5	0.5	0	0	0	
9	1	1	155	95	2	0	0.99	0	150	0	141	
9	1	1	268	96	1	400	0.95	0.986158	0	0	0	
9	1	1	164	97	2	0	0.99	0	200	100	190	
9	1	1	184	98	1	500	0.25	0.0987602	0	0	0	
9	1	1	292	99	1	300	0.25	0.260105	0	0	0	
9	1	2	227	100	1	300	0.05	0.0127802	0	0	0	
9	1	2	207	101	1	300	0.9	0.959621	0	0	0	
9	1	2	39	102	2	0	0.1	0	50	25	33.5	
9	1	2	19	103	1	500	0.25	0.146527	0	0	0	
9	1	2	90	104	1	600	0.6	0.601902	0	0	0	
9	1	2	35	105	2	0	0.1	0	150	0	33	
9	1	2	35	106	1	600	0.6	0.563689	0	0	0	
9	1	2	14	107	1	500	0.1	0.0435632	0	0	0	
9	1	2	272	108	1	300	0.99	0.997835	0	0	0	
9	1	2	252	109	1	300	0.6	0.5	0	0	0	
9	1	2	108	110	2	0	0.75	0	75	0	43.5	
9	1	2	123	111	2	0	0.9	0	75	0	58.5	
9	1	2	110	112	1	600	0.99	0.995712	0	0	0	
9	1	2	122	113	2	0	0.9	0	50	0	39	
9	1	2	97	114	1	300	0.9	0.951129	0	0	0	
9	1	2	95	115	1	600	0.75	0.596595	0	0	0	
9	1	2	186	116	1	200	0.4	0.358823	0	0	0	
9	1	2	219	117	1	500	0.99	0.996773	0	0	0	
9	1	2	262	118	1	300	0.9	0.963867	0	0	0	
9	1	2	42	119	2	0	0.1	0	150	50	52	
