Subject#	Session#	Block#	Stim#	Trial#	Task	Numerosity	P_true	P_reported	x1	x2	CE	
21	1	1	69	1	2	0	0.95	0	800	0	624	
21	1	1	114	2	2	0	0.6	0	100	0	50	
21	1	1	53	3	2	0	0.95	0	400	0	296	
21	1	1	84	4	2	0	0.9	0	75	50	62.5	
21	1	1	4	5	2	0	0.1	0	100	0	30	
21	1	1	135	6	2	0	0.25	0	150	0	39	
21	1	1	7	7	2	0	0.1	0	100	50	55	
21	1	1	76	8	2	0	0.1	0	50	25	27.5	
21	1	1	38	9	2	0	0.95	0	75	50	67.5	
21	1	1	91	10	2	0	0.05	0	200	0	44	
21	1	1	49	11	2	0	0.01	0	200	0	12	
21	1	1	46	12	2	0	0.75	0	150	50	84	
21	1	1	153	13	2	0	0.4	0	150	0	45	
21	1	1	28	14	2	0	0.4	0	400	0	120	
21	1	1	102	15	2	0	0.1	0	150	0	39	
21	1	1	17	16	2	0	0.01	0	75	0	10.5	
21	1	1	83	17	2	0	0.4	0	200	100	130	
21	1	1	73	18	2	0	0.05	0	25	0	4.5	
21	1	1	58	19	2	0	0.9	0	150	100	131	
21	1	1	75	20	2	0	0.6	0	200	150	175	
21	1	1	48	21	2	0	0.1	0	400	0	40	
21	1	1	138	22	2	0	0.25	0	200	150	175	
21	1	1	80	23	2	0	0.6	0	75	0	40.5	
21	1	1	137	24	2	0	0.5	0	400	0	56	
21	1	1	125	25	2	0	0.6	0	200	100	150	
21	1	1	154	26	2	0	0.99	0	50	0	49	
21	1	1	89	27	2	0	0.4	0	150	50	96	
21	1	1	141	28	2	0	0.01	0	800	0	48	
21	1	1	122	29	2	0	0.05	0	150	0	39	
21	1	1	14	30	2	0	0.95	0	100	0	54	
21	1	1	123	31	2	0	0.1	0	150	100	121	
21	1	1	68	32	2	0	0.01	0	25	0	2.5	
21	1	1	18	33	2	0	0.5	0	100	50	67	
21	1	1	146	34	2	0	0.01	0	150	0	15	
21	1	1	157	35	2	0	0.1	0	75	0	22.5	
21	1	1	27	36	2	0	0.1	0	200	100	126	
21	1	1	36	37	2	0	0.75	0	75	50	67.5	
21	1	1	159	38	2	0	0.75	0	75	0	22.5	
21	1	1	100	39	2	0	0.75	0	400	0	104	
21	1	1	121	40	2	0	0.01	0	150	50	60	
21	1	1	61	41	2	0	0.95	0	150	100	135	
21	1	1	87	42	2	0	0.95	0	200	150	175	
21	1	1	158	43	2	0	0.1	0	75	50	58.5	
21	1	1	13	44	2	0	0.9	0	150	50	124	
21	1	1	129	45	2	0	0.25	0	75	50	59.5	
21	1	1	161	46	2	0	0.75	0	200	150	175	
21	1	1	30	47	2	0	0.99	0	75	50	69.5	
21	1	1	134	48	2	0	0.6	0	100	50	65	
21	1	1	163	49	2	0	0.5	0	75	0	22.5	
21	1	1	15	50	2	0	0.25	0	50	0	13	
21	1	1	64	51	2	0	0.5	0	200	0	52	
21	1	1	155	52	2	0	0.01	0	100	50	57	
21	1	1	23	53	2	0	0.9	0	800	0	592	
21	1	1	126	54	2	0	0.25	0	100	50	65	
21	1	1	42	55	2	0	0.05	0	100	50	57	
21	1	2	24	56	2	0	0.4	0	50	25	32.5	
21	1	2	127	57	2	0	0.75	0	50	25	36.5	
21	1	2	63	58	2	0	0.25	0	800	0	112	
21	1	2	90	59	2	0	0.5	0	50	25	33.5	
21	1	2	77	60	2	0	0.01	0	100	0	6	
21	1	2	85	61	2	0	0.9	0	200	150	165	
21	1	2	9	62	2	0	0.01	0	400	0	24	
21	1	2	45	63	2	0	0.5	0	25	0	9.5	
21	1	2	10	64	2	0	0.1	0	800	0	80	
21	1	2	96	65	2	0	0.6	0	25	0	13.5	
21	1	2	144	66	2	0	0.25	0	100	0	26	
21	1	2	103	67	2	0	0.25	0	25	0	6.5	
21	1	2	109	68	2	0	0.99	0	75	0	58.5	
21	1	2	95	69	2	0	0.05	0	150	100	115	
21	1	2	116	70	2	0	0.6	0	150	50	92	
21	1	2	31	71	2	0	0.05	0	50	0	7	
21	1	2	110	72	2	0	0.5	0	800	0	272	
21	1	2	97	73	2	0	0.4	0	150	100	119	
21	1	2	165	74	2	0	0.25	0	150	100	115	
21	1	2	57	75	2	0	0.4	0	200	150	165	
21	1	2	92	76	2	0	0.25	0	75	0	19.5	
21	1	2	52	77	2	0	0.95	0	75	0	40.5	
21	1	2	162	78	2	0	0.5	0	150	0	51	
21	1	2	98	79	2	0	0.95	0	50	0	39	
21	1	2	70	80	2	0	0.9	0	150	0	117	
21	1	2	51	81	2	0	0.99	0	100	0	78	
21	1	2	106	82	2	0	0.5	0	200	100	150	
21	1	2	149	83	2	0	0.95	0	200	0	156	
21	1	2	66	84	2	0	0.9	0	50	0	39	
21	1	2	29	85	2	0	0.01	0	200	100	150	
21	1	2	62	86	2	0	0.9	0	75	0	55.5	
21	1	2	54	87	2	0	0.4	0	800	0	176	
21	1	2	151	88	2	0	0.05	0	75	0	34.5	
21	1	2	136	89	2	0	0.95	0	100	50	77	
21	1	2	88	90	2	0	0.99	0	400	0	344	
21	1	2	107	91	2	0	0.05	0	150	50	64	
21	1	2	113	92	2	0	0.1	0	200	0	28	
21	1	2	19	93	2	0	0.99	0	50	25	40.5	
21	1	2	59	94	2	0	0.6	0	75	50	57.5	
21	1	2	79	95	2	0	0.9	0	25	0	18.5	
21	1	2	111	96	2	0	0.4	0	25	0	9.5	
21	1	2	22	97	2	0	0.5	0	150	50	76	
21	1	2	156	98	2	0	0.99	0	800	0	592	
21	1	2	32	99	2	0	0.01	0	150	100	111	
21	1	2	140	100	2	0	0.9	0	50	25	44.5	
21	1	2	25	101	2	0	0.99	0	100	50	91	
21	1	2	147	102	2	0	0.05	0	200	150	165	
21	1	2	119	103	2	0	0.9	0	200	100	162	
21	1	2	2	104	2	0	0.99	0	150	100	125	
21	1	2	99	105	2	0	0.01	0	200	150	165	
21	1	2	164	106	2	0	0.4	0	100	0	34	
21	1	2	124	107	2	0	0.99	0	150	0	111	
21	1	2	71	108	2	0	0.05	0	800	0	272	
21	1	2	131	109	2	0	0.9	0	200	0	140	
21	1	2	118	110	2	0	0.1	0	150	50	60	
21	1	3	143	111	2	0	0.05	0	50	25	30.5	
21	1	3	94	112	2	0	0.9	0	400	0	296	
21	1	3	142	113	2	0	0.4	0	75	0	34.5	
21	1	3	130	114	2	0	0.5	0	200	150	175	
21	1	3	34	115	2	0	0.5	0	50	0	25	
21	1	3	50	116	2	0	0.5	0	75	50	57.5	
