Subject#	Session#	Block#	Stim#	Trial#	Task	Numerosity	P_true	P_reported	x1	x2	CE	
16	1	1	24	1	1	500	0.4	0.800399	0	0	0	
16	1	1	121	2	2	0	0.9	0	25	0	12.5	
16	1	1	81	3	1	200	0.5	0.645423	0	0	0	
16	1	1	154	4	2	0	0.99	0	100	0	74	
16	1	1	20	5	2	0	0.05	0	150	0	33	
16	1	1	108	6	2	0	0.75	0	75	0	37.5	
16	1	1	183	7	1	400	0.25	0.198539	0	0	0	
16	1	1	162	8	1	300	0.99	0.985097	0	0	0	
16	1	1	27	9	1	300	0.5	0.646484	0	0	0	
16	1	1	141	10	2	0	0.95	0	200	0	100	
16	1	1	61	11	2	0	0.4	0	25	0	12.5	
16	1	1	70	12	1	600	0.1	0.054178	0	0	0	
16	1	1	208	13	1	400	0.9	0.916101	0	0	0	
16	1	1	19	14	1	500	0.25	0.136974	0	0	0	
16	1	1	84	15	1	500	0.5	0.670898	0	0	0	
16	1	1	134	16	2	0	0.9	0	200	100	150	
16	1	1	83	17	1	400	0.5	0.636931	0	0	0	
16	1	1	98	18	2	0	0.6	0	800	0	208	
16	1	1	225	19	1	600	0.01	0.025518	0	0	0	
16	1	1	255	20	1	600	0.6	0.711235	0	0	0	
16	1	1	326	21	1	200	0.99	0.970236	0	0	0	
16	1	1	171	22	1	200	0.05	0.132728	0	0	0	
16	1	1	227	23	1	300	0.05	0.0488706	0	0	0	
16	1	1	2	24	1	300	0.01	0.0265795	0	0	0	
16	1	1	311	25	1	200	0.75	0.90124	0	0	0	
16	1	1	9	26	2	0	0.01	0	50	25	30.5	
16	1	1	21	27	2	0	0.05	0	200	0	12	
16	1	1	79	28	2	0	0.5	0	100	0	26	
16	1	1	304	29	1	500	0.5	0.70062	0	0	0	
16	1	1	136	30	2	0	0.95	0	25	0	18.5	
16	1	1	99	31	2	0	0.6	0	50	25	30.5	
16	1	1	298	32	1	400	0.4	0.398098	0	0	0	
16	1	1	11	33	2	0	0.01	0	100	50	55	
16	1	1	316	34	1	200	0.9	0.906547	0	0	0	
16	1	1	54	35	2	0	0.25	0	50	25	32.5	
16	1	1	170	36	1	600	0.01	0.970236	0	0	0	
16	1	1	97	37	2	0	0.6	0	400	0	104	
16	1	1	206	38	1	200	0.9	0.609333	0	0	0	
16	1	1	330	39	1	600	0.99	0.968113	0	0	0	
16	1	1	283	40	1	400	0.05	0.115744	0	0	0	
16	1	1	189	41	1	500	0.4	0.443742	0	0	0	
16	1	1	121	42	1	200	0.1	0.14865	0	0	0	
16	1	1	158	43	2	0	0.99	0	800	0	560	
16	1	1	89	44	1	500	0.6	0.711235	0	0	0	
16	1	1	69	45	2	0	0.4	0	50	25	35.5	
16	1	1	297	46	1	300	0.4	0.336532	0	0	0	
16	1	1	232	47	1	300	0.1	0.0881454	0	0	0	
16	1	1	60	48	1	600	0.01	0.0223336	0	0	0	
16	1	1	95	49	2	0	0.6	0	150	0	33	
16	1	1	329	50	1	500	0.99	0.964929	0	0	0	
16	1	1	122	51	2	0	0.9	0	50	0	25	
16	1	1	42	52	2	0	0.1	0	150	50	100	
16	1	1	281	53	1	200	0.05	0.115744	0	0	0	
16	1	1	268	54	1	400	0.95	0.909732	0	0	0	
16	1	1	37	55	1	300	0.75	0.718665	0	0	0	
16	1	1	114	56	2	0	0.75	0	50	25	36.5	
16	1	1	90	57	1	600	0.6	0.503184	0	0	0	
16	1	1	113	58	2	0	0.75	0	800	0	336	
16	1	1	249	59	1	500	0.5	0.449049	0	0	0	
16	1	1	269	60	1	500	0.95	0.909732	0	0	0	
16	1	1	103	61	2	0	0.6	0	150	100	113	
16	1	1	25	62	1	600	0.4	0.535029	0	0	0	
16	1	1	76	63	1	200	0.4	0.501061	0	0	0	
16	1	1	303	64	1	400	0.5	0.563689	0	0	0	
16	1	1	95	65	1	600	0.75	0.639054	0	0	0	
16	1	1	276	66	1	200	0.01	0.0573624	0	0	0	
16	1	1	176	67	1	200	0.1	0.150773	0	0	0	
16	1	1	112	68	1	300	0.01	0.0329484	0	0	0	
16	1	1	6	69	1	200	0.05	0.0637313	0	0	0	
16	1	1	128	70	1	400	0.25	0.251613	0	0	0	
16	1	1	13	71	2	0	0.01	0	150	100	123	
16	1	1	12	72	1	300	0.1	0.108314	0	0	0	
16	1	1	75	73	1	600	0.25	0.161388	0	0	0	
16	1	1	99	74	1	500	0.9	0.907609	0	0	0	
16	1	1	85	75	2	0	0.5	0	75	50	56.5	
16	1	1	45	76	1	600	0.9	0.889564	0	0	0	
16	1	1	127	77	1	300	0.25	0.276028	0	0	0	
16	1	1	49	78	1	500	0.95	0.920346	0	0	0	
16	1	1	261	79	1	200	0.9	0.855596	0	0	0	
16	1	1	92	80	1	300	0.75	0.618886	0	0	0	
16	1	1	111	81	1	200	0.01	0.0552395	0	0	0	
16	1	1	235	82	1	600	0.1	0.157142	0	0	0	
16	1	1	23	83	2	0	0.05	0	800	0	176	
16	1	1	132	84	1	300	0.4	0.556258	0	0	0	
16	1	1	69	85	1	500	0.1	0.143342	0	0	0	
16	1	1	61	86	1	200	0.05	0.130605	0	0	0	
16	1	1	145	87	1	600	0.6	0.727157	0	0	0	
16	1	1	93	88	2	0	0.6	0	75	0	37.5	
16	1	1	201	89	1	200	0.75	0.840735	0	0	0	
16	1	1	129	90	2	0	0.9	0	50	25	36.5	
16	1	1	164	91	2	0	0.99	0	200	100	150	
16	1	1	263	92	1	400	0.9	0.899117	0	0	0	
16	1	1	105	93	2	0	0.6	0	200	150	173	
16	1	1	180	94	1	600	0.1	0.146527	0	0	0	
16	1	1	47	95	1	300	0.95	0.857719	0	0	0	
16	1	1	41	96	2	0	0.1	0	100	50	61	
16	1	1	84	97	2	0	0.5	0	50	25	31.5	
16	1	1	144	98	1	500	0.6	0.559443	0	0	0	
16	1	1	271	99	1	200	0.99	0.936269	0	0	0	
16	1	2	117	100	1	300	0.05	0.114682	0	0	0	
16	1	2	64	101	1	500	0.05	0.0637313	0	0	0	
16	1	2	19	102	2	0	0.05	0	100	0	22	
16	1	2	5	103	2	0	0.01	0	150	0	3	
16	1	2	140	104	2	0	0.95	0	150	0	63	
16	1	2	4	105	1	500	0.01	0.0297639	0	0	0	
16	1	2	219	106	1	500	0.99	0.976605	0	0	0	
16	1	2	290	107	1	600	0.1	0.574304	0	0	0	
16	1	2	156	108	2	0	0.99	0	200	0	140	
16	1	2	313	109	1	400	0.75	0.805707	0	0	0	
16	1	2	33	110	2	0	0.1	0	75	0	16.5	
16	1	2	247	111	1	300	0.5	0.636931	0	0	0	
16	1	2	22	112	2	0	0.05	0	400	0	88	
16	1	2	133	113	1	400	0.4	0.388544	0	0	0	
16	1	2	131	114	1	200	0.4	0.498939	0	0	0	
16	1	2	275	115	1	600	0.99	0.970236	0	0	0	
16	1	2	33	116	1	400	0.6	0.455418	0	0	0	
16	1	2	314	117	1	500	0.75	0.601902	0	0	0	
16	1	2	45	118	2	0	0.1	0	200	150	163	
16	1	2	273	119	1	400	0.99	0.963867	0	0	0	
16	1	2	70	120	2	0	0.4	0	75	50	56.5	
16	1	2	306	121	1	200	0.6	0.558381	0	0	0	
16	1	2	164	122	1	500	0.99	0.975543	0	0	0	
16	1	2	34	123	2	0	0.1	0	100	0	26	
16	1	2	223	124	1	400	0.01	0.0425017	0	0	0	
16	1	2	148	125	1	400	0.75	0.802522	0	0	0	
16	1	2	168	126	1	400	0.01	0.0371943	0	0	0	
16	1	2	241	127	1	200	0.4	0.505307	0	0	0	
16	1	2	104	128	1	500	0.95	0.842858	0	0	0	
16	1	2	29	129	2	0	0.05	0	200	100	126	
16	1	2	30	130	2	0	0.05	0	200	150	163	
16	1	2	73	131	1	400	0.25	0.388544	0	0	0	
16	1	2	100	132	2	0	0.6	0	75	50	56.5	
16	1	2	140	133	1	600	0.5	0.52866	0	0	0	
16	1	2	112	134	2	0	0.75	0	400	0	104	
16	1	2	28	135	1	400	0.5	0.472401	0	0	0	
16	1	2	211	136	1	200	0.95	0.871518	0	0	0	
16	1	2	147	137	1	300	0.75	0.628439	0	0	0	
16	1	2	217	138	1	300	0.99	0.963867	0	0	0	
16	1	2	216	139	1	200	0.99	0.971298	0	0	0	
16	1	2	16	140	1	200	0.25	0.214462	0	0	0	
16	1	2	32	141	2	0	0.1	0	50	0	13	
16	1	2	78	142	2	0	0.5	0	75	0	19.5	
16	1	2	209	143	1	500	0.9	0.919285	0	0	0	
16	1	2	21	144	1	200	0.4	0.444803	0	0	0	
16	1	2	125	145	2	0	0.9	0	150	0	69	
16	1	2	118	146	1	400	0.05	0.149711	0	0	0	
16	1	2	230	147	1	600	0.05	0.0796535	0	0	0	
16	1	2	139	148	2	0	0.95	0	100	0	26	
16	1	2	197	149	1	300	0.6	0.60721	0	0	0	
16	1	2	40	150	1	600	0.75	0.701681	0	0	0	
16	1	2	113	151	1	400	0.01	0.0414402	0	0	0	
16	1	2	18	152	1	400	0.25	0.29195	0	0	0	
16	1	2	71	153	2	0	0.4	0	100	50	63	
16	1	2	39	154	1	500	0.75	0.852412	0	0	0	
16	1	2	10	155	2	0	0.01	0	75	50	56.5	
16	1	2	153	156	1	400	0.9	0.873641	0	0	0	
16	1	2	148	157	2	0	0.95	0	150	100	125	
16	1	2	167	158	1	300	0.01	0.0573624	0	0	0	
16	1	2	242	159	1	300	0.4	0.352454	0	0	0	
16	1	2	126	160	2	0	0.9	0	200	0	100	
16	1	2	4	161	2	0	0.01	0	100	0	6	
16	1	2	3	162	2	0	0.01	0	75	0	1.5	
16	1	2	295	163	1	600	0.25	0.395975	0	0	0	
16	1	2	67	164	1	300	0.1	0.5	0	0	0	
16	1	2	85	165	1	600	0.5	0.565812	0	0	0	
16	1	2	138	166	1	400	0.5	0.598718	0	0	0	
16	1	2	38	167	2	0	0.1	0	800	0	16	
16	1	2	96	168	2	0	0.6	0	200	0	100	
16	1	2	46	169	1	200	0.95	0.894871	0	0	0	
16	1	2	103	170	1	400	0.95	0.916101	0	0	0	
16	1	2	106	171	2	0	0.75	0	25	0	10.5	
16	1	2	177	172	1	300	0.1	0.100883	0	0	0	
16	1	2	221	173	1	200	0.01	0.107252	0	0	0	
16	1	2	75	174	2	0	0.4	0	200	150	163	
16	1	2	145	175	2	0	0.95	0	75	50	56.5	
16	1	2	264	176	1	500	0.9	0.847104	0	0	0	
16	1	2	97	177	1	300	0.9	0.640115	0	0	0	
16	1	2	15	178	2	0	0.01	0	200	150	163	
16	1	2	265	179	1	600	0.9	0.895932	0	0	0	
16	1	2	289	180	1	500	0.1	0.145465	0	0	0	
16	1	2	68	181	2	0	0.4	0	800	0	208	
16	1	2	43	182	1	400	0.9	0.848166	0	0	0	
16	1	2	155	183	1	600	0.9	0.600841	0	0	0	
16	1	2	294	184	1	500	0.25	0.162449	0	0	0	
16	1	2	143	185	1	400	0.6	0.555197	0	0	0	
16	1	2	175	186	1	600	0.05	0.0785921	0	0	0	
16	1	2	204	187	1	500	0.75	0.711235	0	0	0	
16	1	2	53	188	1	400	0.99	0.981912	0	0	0	
16	1	2	24	189	2	0	0.05	0	50	25	31.5	
16	1	2	94	190	1	500	0.75	0.552013	0	0	0	
16	1	2	141	191	1	200	0.6	0.5	0	0	0	
16	1	2	320	192	1	600	0.9	0.570058	0	0	0	
16	1	2	77	193	1	300	0.4	0.437373	0	0	0	
16	1	2	105	194	1	600	0.95	0.837551	0	0	0	
16	1	2	34	195	1	500	0.6	0.505307	0	0	0	
16	1	2	49	196	2	0	0.25	0	100	0	22	
16	1	2	54	197	1	500	0.99	0.972359	0	0	0	
16	1	2	31	198	2	0	0.1	0	25	0	6.5	
16	1	3	324	199	1	500	0.95	0.895932	0	0	0	
16	1	3	319	200	1	500	0.9	0.873641	0	0	0	
16	1	3	47	201	2	0	0.25	0	50	0	13	
16	1	3	17	202	2	0	0.05	0	50	0	13	
16	1	3	251	203	1	200	0.6	0.483016	0	0	0	
16	1	3	78	204	1	400	0.4	0.360946	0	0	0	
16	1	3	151	205	1	200	0.9	0.550951	0	0	0	
16	1	3	15	206	1	600	0.1	0.176248	0	0	0	
16	1	3	165	207	1	600	0.99	0.953252	0	0	0	
16	1	3	228	208	1	400	0.05	0.0647928	0	0	0	
16	1	3	107	209	1	300	0.99	0.986158	0	0	0	
16	1	3	8	210	1	400	0.05	0.0722232	0	0	0	
16	1	3	321	211	1	200	0.95	0.938392	0	0	0	
16	1	3	80	212	1	600	0.4	0.476647	0	0	0	
16	1	3	243	213	1	400	0.4	0.510615	0	0	0	
16	1	3	46	214	2	0	0.25	0	25	0	6.5	
16	1	3	32	215	1	300	0.6	0.542459	0	0	0	
16	1	3	23	216	1	400	0.4	0.464971	0	0	0	
16	1	3	116	217	2	0	0.75	0	100	50	51	
16	1	3	92	218	2	0	0.6	0	50	0	13	
16	1	3	131	219	2	0	0.9	0	100	50	63	
16	1	3	1	220	2	0	0.01	0	25	0	0.5	
16	1	3	163	221	1	400	0.99	0.985097	0	0	0	
16	1	3	158	222	1	400	0.95	0.949006	0	0	0	
16	1	3	114	223	1	500	0.01	0.0159647	0	0	0	
16	1	3	181	224	1	200	0.25	0.318487	0	0	0	
16	1	3	152	225	1	300	0.9	0.612517	0	0	0	
16	1	3	254	226	1	500	0.6	0.508492	0	0	0	
16	1	3	48	227	2	0	0.25	0	75	0	19.5	
