Subject#	Session#	Block#	Stim#	Trial#	Task	Numerosity	P_true	P_reported	x1	x2	CE	
20	1	1	6	1	2	0	0.95	0	150	100	139	
20	1	1	29	2	2	0	0.25	0	150	0	39	
20	1	1	144	3	2	0	0.95	0	200	150	191	
20	1	1	49	4	2	0	0.9	0	150	0	99	
20	1	1	27	5	2	0	0.1	0	50	0	7	
20	1	1	120	6	2	0	0.25	0	150	50	100	
20	1	1	36	7	2	0	0.5	0	200	150	175	
20	1	1	58	8	2	0	0.05	0	25	0	3.5	
20	1	1	106	9	2	0	0.6	0	150	100	127	
20	1	1	116	10	2	0	0.99	0	25	0	24.5	
20	1	1	129	11	2	0	0.75	0	150	0	111	
20	1	1	97	12	2	0	0.6	0	150	0	99	
20	1	1	126	13	2	0	0.5	0	25	0	12.5	
20	1	1	12	14	2	0	0.01	0	150	0	9	
20	1	1	80	15	2	0	0.99	0	75	50	74.5	
20	1	1	7	16	2	0	0.6	0	75	0	46.5	
20	1	1	99	17	2	0	0.4	0	100	50	71	
20	1	1	81	18	2	0	0.05	0	400	0	24	
20	1	1	82	19	2	0	0.9	0	150	100	149	
20	1	1	3	20	2	0	0.5	0	800	0	208	
20	1	1	37	21	2	0	0.95	0	100	0	94	
20	1	1	89	22	2	0	0.99	0	150	50	148	
20	1	1	35	23	2	0	0.4	0	75	0	19.5	
20	1	1	62	24	2	0	0.75	0	50	25	31.5	
20	1	1	10	25	2	0	0.5	0	75	50	64.5	
20	1	1	73	26	2	0	0.95	0	150	50	148	
20	1	1	130	27	2	0	0.95	0	200	0	188	
20	1	1	165	28	2	0	0.5	0	50	0	21	
20	1	1	1	29	2	0	0.4	0	200	0	52	
20	1	1	155	30	2	0	0.9	0	150	50	140	
20	1	1	146	31	2	0	0.9	0	800	0	496	
20	1	1	43	32	2	0	0.5	0	100	50	79	
20	1	1	70	33	2	0	0.25	0	75	0	19.5	
20	1	1	40	34	2	0	0.25	0	100	50	67	
20	1	1	34	35	2	0	0.5	0	150	50	104	
20	1	1	42	36	2	0	0.05	0	75	50	54.5	
20	1	1	135	37	2	0	0.4	0	200	150	185	
20	1	1	127	38	2	0	0.6	0	800	0	208	
20	1	1	112	39	2	0	0.25	0	75	50	69.5	
20	1	1	30	40	2	0	0.95	0	400	0	232	
20	1	1	64	41	2	0	0.01	0	50	25	26.5	
20	1	1	21	42	2	0	0.5	0	50	25	37.5	
20	1	1	91	43	2	0	0.25	0	200	150	161	
20	1	1	15	44	2	0	0.75	0	50	0	27	
20	1	1	137	45	2	0	0.1	0	200	100	130	
20	1	1	53	46	2	0	0.1	0	800	0	48	
20	1	1	100	47	2	0	0.25	0	50	0	11	
20	1	1	124	48	2	0	0.4	0	150	0	15	
20	1	1	105	49	2	0	0.99	0	200	0	188	
20	1	1	78	50	2	0	0.1	0	200	150	163	
20	1	1	51	51	2	0	0.75	0	75	50	66.5	
20	1	1	41	52	2	0	0.9	0	50	0	35	
