Subject#	Session#	Block#	Stim#	Trial#	Task	Numerosity	P_true	P_reported	x1	x2	CE	
13	1	1	103	1	2	0	0.6	0	150	100	125	
13	1	1	87	2	2	0	0.5	0	150	50	100	
13	1	1	323	3	1	400	0.95	0.898055	0	0	0	
13	1	1	174	4	1	500	0.05	0.113621	0	0	0	
13	1	1	315	5	1	600	0.75	0.654976	0	0	0	
13	1	1	83	6	2	0	0.5	0	800	0	400	
13	1	1	251	7	1	200	0.6	0.354577	0	0	0	
13	1	1	195	8	1	600	0.5	0.371561	0	0	0	
13	1	1	95	9	2	0	0.6	0	150	0	63	
13	1	1	69	10	1	500	0.1	0.38536	0	0	0	
13	1	1	134	11	2	0	0.9	0	200	100	170	
13	1	1	52	12	1	300	0.99	0.993589	0	0	0	
13	1	1	36	13	1	200	0.75	0.625255	0	0	0	
13	1	1	107	14	2	0	0.75	0	50	0	25	
13	1	1	128	15	2	0	0.9	0	800	0	400	
13	1	1	66	16	2	0	0.4	0	200	0	92	
13	1	1	146	17	1	200	0.75	0.717604	0	0	0	
13	1	1	130	18	2	0	0.9	0	75	50	67.5	
13	1	1	70	19	2	0	0.4	0	75	50	59.5	
13	1	1	273	20	1	400	0.99	0.98722	0	0	0	
13	1	1	70	21	1	600	0.1	0.211277	0	0	0	
13	1	1	160	22	1	600	0.95	0.939453	0	0	0	
13	1	1	85	23	2	0	0.5	0	75	50	60.5	
13	1	1	105	24	2	0	0.6	0	200	150	155	
13	1	1	104	25	1	500	0.95	0.944761	0	0	0	
13	1	1	132	26	1	300	0.4	0.452233	0	0	0	
13	1	1	59	27	2	0	0.25	0	200	100	190	
13	1	1	44	28	1	500	0.9	0.883195	0	0	0	
13	1	1	161	29	2	0	0.99	0	100	50	99	
13	1	1	44	30	2	0	0.1	0	200	100	102	
13	1	1	111	31	1	200	0.01	0.0170262	0	0	0	
13	1	1	54	32	1	500	0.99	0.991466	0	0	0	
13	1	1	126	33	1	200	0.25	0.429942	0	0	0	
13	1	1	47	34	1	300	0.95	0.9299	0	0	0	
13	1	1	325	35	1	600	0.95	0.946883	0	0	0	
13	1	1	263	36	1	400	0.9	0.906547	0	0	0	
13	1	1	80	37	2	0	0.5	0	150	0	75	
13	1	1	24	38	2	0	0.05	0	50	25	25.5	
13	1	1	43	39	2	0	0.1	0	150	100	101	
13	1	1	40	40	2	0	0.1	0	75	50	50.5	
13	1	1	67	41	1	300	0.1	0.107252	0	0	0	
13	1	1	64	42	2	0	0.4	0	100	0	70	
13	1	1	5	43	1	600	0.01	0.358823	0	0	0	
