Subject#	Session#	Block#	Stim#	Trial#	Task	Numerosity	P_true	P_reported	x1	x2	CE	
7	1	1	54	1	1	500	0.99	0.969175	0	0	0	
7	1	1	66	2	1	200	0.1	0.052055	0	0	0	
7	1	1	82	3	2	0	0.5	0	400	0	184	
7	1	1	130	4	2	0	0.9	0	75	50	65.5	
7	1	1	65	5	2	0	0.4	0	150	0	45	
7	1	1	253	6	1	400	0.6	0.59341	0	0	0	
7	1	1	57	7	2	0	0.25	0	150	50	76	
7	1	1	107	8	1	300	0.99	0.969175	0	0	0	
7	1	1	251	9	1	200	0.6	0.508492	0	0	0	
7	1	1	90	10	2	0	0.5	0	200	150	175	
7	1	1	99	11	2	0	0.6	0	50	25	39.5	
7	1	1	220	12	1	600	0.99	0.943699	0	0	0	
7	1	1	89	13	2	0	0.5	0	200	100	150	
7	1	1	74	14	1	500	0.25	0.197478	0	0	0	
7	1	1	69	15	1	500	0.1	0.101945	0	0	0	
7	1	1	94	16	1	500	0.75	0.801461	0	0	0	
7	1	1	94	17	2	0	0.6	0	100	0	58	
7	1	1	166	18	1	200	0.01	0.0329484	0	0	0	
7	1	1	15	19	1	600	0.1	0.0998217	0	0	0	
7	1	1	233	20	1	400	0.1	0.0616084	0	0	0	
7	1	1	257	21	1	300	0.75	0.853473	0	0	0	
7	1	1	134	22	1	500	0.4	0.749448	0	0	0	
7	1	1	263	23	1	400	0.9	0.90124	0	0	0	
7	1	1	8	24	1	400	0.05	0.0573624	0	0	0	
7	1	1	129	25	1	500	0.25	0.15608	0	0	0	
7	1	1	117	26	2	0	0.75	0	150	50	124	
7	1	1	126	27	1	200	0.25	0.360946	0	0	0	
7	1	1	295	28	1	600	0.25	0.399159	0	0	0	
7	1	1	226	29	1	200	0.05	0.052055	0	0	0	
7	1	1	169	30	1	500	0.01	0.025518	0	0	0	
7	1	1	155	31	1	600	0.9	0.868334	0	0	0	
7	1	1	8	32	2	0	0.01	0	800	0	16	
7	1	1	25	33	2	0	0.05	0	75	50	51.5	
7	1	1	252	34	1	300	0.6	0.544582	0	0	0	
7	1	1	64	35	1	500	0.05	0.0626698	0	0	0	
7	1	1	24	36	2	0	0.05	0	50	25	26.5	
7	1	1	224	37	1	500	0.01	0.0297639	0	0	0	
7	1	1	79	38	2	0	0.5	0	100	0	46	
7	1	1	119	39	2	0	0.75	0	200	100	174	
7	1	1	242	40	1	300	0.4	0.550951	0	0	0	
7	1	1	74	41	2	0	0.4	0	200	100	138	
7	1	1	132	42	2	0	0.9	0	150	50	68	
7	1	1	202	43	1	300	0.75	0.799338	0	0	0	
7	1	1	176	44	1	200	0.1	0.0711617	0	0	0	
7	1	1	23	45	1	400	0.4	0.509553	0	0	0	
7	1	1	7	46	1	300	0.05	0.0414402	0	0	0	
7	1	1	124	47	2	0	0.9	0	100	0	78	
7	1	1	182	48	1	300	0.25	0.245245	0	0	0	
7	1	1	307	49	1	300	0.6	0.404467	0	0	0	
7	1	1	157	50	1	300	0.95	0.934146	0	0	0	
7	1	1	158	51	2	0	0.99	0	800	0	752	
7	1	1	120	52	1	600	0.05	0.0531165	0	0	0	
7	1	1	153	53	2	0	0.99	0	75	0	13.5	
7	1	1	42	54	2	0	0.1	0	150	50	52	
7	1	1	92	55	2	0	0.6	0	50	0	25	
7	1	1	123	56	1	400	0.1	0.491508	0	0	0	
7	1	1	285	57	1	600	0.05	0.0647928	0	0	0	
7	1	1	188	58	1	400	0.4	0.468156	0	0	0	
7	1	1	26	59	1	200	0.5	0.5	0	0	0	
7	1	1	46	60	2	0	0.25	0	25	0	6.5	
7	1	1	143	61	2	0	0.95	0	800	0	720	
7	1	1	58	62	1	400	0.01	0.025518	0	0	0	
7	1	1	56	63	2	0	0.25	0	100	50	63	
7	1	1	100	64	1	600	0.9	0.829059	0	0	0	
7	1	1	288	65	1	400	0.1	0.101945	0	0	0	
7	1	1	189	66	1	500	0.4	0.509553	0	0	0	
7	1	1	259	67	1	500	0.75	0.846043	0	0	0	
7	1	1	217	68	1	300	0.99	0.984035	0	0	0	
7	1	1	23	69	2	0	0.05	0	800	0	16	
7	1	1	128	70	2	0	0.9	0	800	0	624	
7	1	1	72	71	1	300	0.25	0.20597	0	0	0	
7	1	1	125	72	1	600	0.1	0.157142	0	0	0	
7	1	1	299	73	1	500	0.4	0.257982	0	0	0	
7	1	1	84	74	2	0	0.5	0	50	25	36.5	
7	1	1	114	75	1	500	0.01	0.0244565	0	0	0	
7	1	1	155	76	2	0	0.99	0	150	0	147	
7	1	1	244	77	1	500	0.4	0.367315	0	0	0	
7	1	1	303	78	1	400	0.5	0.50743	0	0	0	
7	1	1	111	79	1	200	0.01	0.0265795	0	0	0	
7	1	1	44	80	2	0	0.1	0	200	100	110	
7	1	1	156	81	1	200	0.95	0.928838	0	0	0	
7	1	1	209	82	1	500	0.9	0.947945	0	0	0	
7	1	1	14	83	2	0	0.01	0	200	100	102	
7	1	1	63	84	2	0	0.4	0	75	0	28.5	
7	1	1	83	85	2	0	0.5	0	800	0	400	
7	1	1	73	86	2	0	0.4	0	150	100	119	
7	1	1	306	87	1	200	0.6	0.646484	0	0	0	
7	1	1	213	88	1	400	0.95	0.803584	0	0	0	
7	1	1	321	89	1	200	0.95	0.927777	0	0	0	
7	1	1	30	90	1	600	0.5	0.445864	0	0	0	
7	1	1	139	91	1	500	0.5	0.505307	0	0	0	
7	1	1	330	92	1	600	0.99	0.986158	0	0	0	
7	1	1	29	93	1	500	0.5	0.44268	0	0	0	
7	1	1	154	94	1	500	0.9	0.75051	0	0	0	
7	1	1	22	95	1	300	0.4	0.398098	0	0	0	
7	1	1	53	96	1	400	0.99	0.978728	0	0	0	
7	1	1	271	97	1	200	0.99	0.975543	0	0	0	
7	1	1	96	98	1	200	0.9	0.868334	0	0	0	
7	1	1	131	99	1	200	0.4	0.70805	0	0	0	
7	1	2	65	100	1	600	0.05	0.139096	0	0	0	
7	1	2	237	101	1	300	0.25	0.347147	0	0	0	
7	1	2	85	102	1	600	0.5	0.573242	0	0	0	
7	1	2	81	103	2	0	0.5	0	200	0	100	
7	1	2	4	104	2	0	0.01	0	100	0	2	
