Subject#	Target_color	Block#	Trial#	Numerosity	N_target	P_true	P_reported	RT	
2	2	1	1	400	316	0.79	0.87	3.24672	
2	2	1	2	300	30	0.1	0.21	2.70335	
2	2	1	3	600	414	0.69	0.79	1.37063	
2	2	1	4	200	156	0.78	0.74	9.52024	
2	2	1	5	200	68	0.34	0.43	5.77968	
2	2	1	6	300	141	0.47	0.28	2.09652	
2	2	1	7	300	48	0.16	0.18	1.82682	
2	2	1	8	300	276	0.92	0.87	1.67219	
2	2	1	9	400	156	0.39	0.54	2.83184	
2	2	1	10	300	186	0.62	0.86	1.46262	
2	2	1	11	500	380	0.76	0.89	1.1371	
2	2	1	12	600	546	0.91	0.95	1.7662	
2	2	1	13	500	370	0.74	0.9	3.40774	
2	2	1	14	400	104	0.26	0.36	1.61245	
2	2	1	15	400	36	0.09	0.1	1.03411	
2	2	1	16	500	95	0.19	0.15	1.07608	
2	2	1	17	500	350	0.7	0.5	3.35168	
2	2	1	18	400	152	0.38	0.5	3.49837	
2	2	1	19	500	255	0.51	0.67	2.76515	
2	2	1	20	300	39	0.13	0.12	1.74645	
2	2	1	21	300	285	0.95	0.99	1.15007	
2	2	1	22	600	360	0.6	0.6	1.47277	
2	2	1	23	200	168	0.84	0.95	3.32294	
2	2	1	24	600	576	0.96	0.999	2.36376	
2	2	1	25	500	270	0.54	0.7	1.19247	
2	2	1	26	500	220	0.44	0.55	1.35333	
2	2	1	27	200	40	0.2	0.3	1.52938	
2	2	1	28	600	396	0.66	0.68	5.11723	
2	2	1	29	200	130	0.65	0.64	2.63299	
2	2	1	30	300	240	0.8	0.89	1.40027	
2	2	1	31	600	102	0.17	0.3	1.25651	
2	2	1	32	400	132	0.33	0.27	3.75473	
2	2	1	33	500	200	0.4	0.4	3.78549	
2	2	1	34	200	194	0.97	0.999	1.07214	
2	2	1	35	400	116	0.29	0.32	1.45437	
2	2	1	36	300	135	0.45	0.5	0.865706	
2	2	1	37	500	135	0.27	0.4	1.3633	
2	2	1	38	300	264	0.88	0.99	1.84562	
2	2	1	39	400	124	0.31	0.35	5.01014	
2	2	1	40	400	252	0.63	0.6	1.32625	
2	2	1	41	500	265	0.53	0.8	2.9164	
2	2	1	42	200	164	0.82	0.7	1.19367	
2	2	1	43	500	160	0.32	0.28	2.1799	
2	2	1	44	600	348	0.58	0.5	1.04966	
2	2	1	45	300	150	0.5	0.5	1.0683	
2	2	1	46	300	144	0.48	0.5	1.07122	
2	2	1	47	500	425	0.85	0.9	1.60376	
2	2	1	48	600	168	0.28	0.2	1.74622	
2	2	1	49	400	200	0.5	0.5	3.02637	
2	2	1	50	200	12	0.06	0.05	4.08182	
2	2	1	51	300	36	0.12	0.1	3.64452	
2	2	1	52	200	172	0.86	0.94	2.57137	
2	2	1	53	600	210	0.35	0.4	1.6582	
2	2	1	54	300	123	0.41	0.5	1.13239	
2	2	1	55	500	15	0.03	0.1	1.71119	
2	2	1	56	500	40	0.08	0.05	1.68276	
2	2	1	57	600	258	0.43	0.5	1.04925	
2	2	1	58	600	408	0.68	0.8	1.12297	
2	2	1	59	200	162	0.81	0.8	1.36729	
2	2	1	60	600	402	0.67	0.75	1.73937	
2	2	1	61	600	564	0.94	0.95	1.10124	
2	2	1	62	200	36	0.18	0.2	1.55214	
2	2	1	63	600	594	0.99	0.99	1.10482	
2	2	1	64	600	522	0.87	0.8	4.50537	
2	2	1	65	600	498	0.83	0.8	1.17204	
2	2	1	66	400	120	0.3	0.35	1.21192	
2	2	1	67	200	50	0.25	0.3	1.91686	
2	2	1	68	400	244	0.61	0.6	1.32053	
2	2	1	69	300	6	0.02	0.05	1.47478	
2	2	1	70	600	84	0.14	0.1	1.24336	
2	2	1	71	500	55	0.11	0.1	0.791846	
2	2	1	72	200	142	0.71	0.5	3.67636	
2	2	1	73	300	225	0.75	0.7	3.91633	
2	2	1	74	300	12	0.04	0.05	1.21903	
2	2	1	75	400	196	0.49	0.555	1.0176	
2	2	1	76	300	171	0.57	0.555	1.15324	
2	2	1	77	200	10	0.05	0.05	2.2757	
2	2	1	78	200	2	0.01	0.01	1.00588	
2	2	1	79	500	35	0.07	0.15	1.28269	
2	2	1	80	400	92	0.23	0.25	0.611063	
2	2	1	81	200	128	0.64	0.75	2.12991	
2	2	1	82	400	208	0.52	0.5	0.915759	
2	2	1	83	200	74	0.37	0.5	2.33335	
2	2	1	84	500	275	0.55	0.6	0.899333	
2	2	1	85	600	432	0.72	0.75	2.86568	
2	2	1	86	200	112	0.56	0.5	2.73471	
2	2	1	87	600	540	0.9	0.8	2.976	
2	2	1	88	500	180	0.36	0.4	1.25137	
2	2	1	89	300	219	0.73	0.8	1.37985	
2	2	1	90	400	96	0.24	0.25	2.93394	
2	2	1	91	200	30	0.15	0.3	5.41359	
2	2	1	92	400	88	0.22	0.3	2.17797	
2	2	1	93	500	295	0.59	0.55	1.06312	
2	2	1	94	400	392	0.98	0.09	1.58569	
2	2	1	95	600	558	0.93	0.1	1.02833	
2	2	1	96	400	84	0.21	0.3	3.57675	
2	2	1	97	500	210	0.42	0.5	2.22947	
2	2	1	98	200	92	0.46	0.5	0.720227	
2	2	1	99	400	308	0.77	0.76	2.82093	
2	2	1	100	300	267	0.89	0.9	2.70458	
2	2	2	101	300	210	0.7	0.75	1.85709	
2	2	2	102	200	112	0.56	0.6	2.2438	
2	2	2	103	200	80	0.4	0.4	1.24999	
2	2	2	104	400	104	0.26	0.3	1.48278	
2	2	2	105	300	45	0.15	0.2	1.01108	
2	2	2	106	400	248	0.62	0.65	1.37996	
2	2	2	107	400	132	0.33	0.033	2.05404	
2	2	2	108	400	4	0.01	0.05	6.3974	
2	2	2	109	500	110	0.22	0.24	2.55464	
2	2	2	110	500	210	0.42	0.5	1.76598	
2	2	2	111	400	328	0.82	0.8	1.68826	
2	2	2	112	300	207	0.69	0.8	4.0174	
2	2	2	113	400	388	0.97	0.95	0.950107	
2	2	2	114	500	235	0.47	0.5	0.376129	
2	2	2	115	200	34	0.17	0.2	2.28876	
2	2	2	116	600	510	0.85	0.7	1.80193	
2	2	2	117	600	180	0.3	0.3	2.75328	
2	2	2	118	300	276	0.92	0.85	2.66689	
2	2	2	119	200	62	0.31	0.35	4.13801	
2	2	2	120	600	258	0.43	0.4	1.59047	
2	2	2	121	600	534	0.89	0.75	1.51458	
2	2	2	122	300	237	0.79	0.8	2.49268	
2	2	2	123	300	177	0.59	0.6	2.71413	
2	2	2	124	600	558	0.93	0.9	2.55762	
2	2	2	125	500	30	0.06	0.17	1.86054	
2	2	2	126	200	162	0.81	0.7	2.28045	
2	2	2	127	200	90	0.45	0.5	0.844194	
2	2	2	128	600	378	0.63	0.6	1.08111	
2	2	2	129	200	190	0.95	0.98	1.20388	
2	2	2	130	200	8	0.04	0.05	4.31803	
2	2	2	131	400	240	0.6	0.5	1.60842	
2	2	2	132	500	120	0.24	0.2	2.59269	
2	2	2	133	300	102	0.34	0.5	3.15647	
2	2	2	134	200	96	0.48	0.5	1.06533	
2	2	2	135	400	228	0.57	0.5	0.556039	
2	2	2	136	600	408	0.68	0.5	1.20649	
2	2	2	137	300	174	0.58	0.6	1.89318	
2	2	2	138	500	325	0.65	0.65	1.55123	
2	2	2	139	200	188	0.94	0.9	1.15363	
2	2	2	140	500	450	0.9	0.8	1.17732	
2	2	2	141	500	190	0.38	0.5	2.17014	
2	2	2	142	400	208	0.52	0.5	1.60011	
2	2	2	143	300	288	0.96	0.95	1.36452	
2	2	2	144	600	138	0.23	0.2	2.24098	
2	2	2	145	600	528	0.88	0.8	2.46789	
2	2	2	146	200	128	0.64	0.5	1.66352	
2	2	2	147	300	81	0.27	0.3	1.32201	
