Subject#	Session#	Block#	Stim#	Trial#	Task	Numerosity	P_true	P_reported	x1	x2	CE	
14	1	1	182	1	1	300	0.25	0.265081	0	0	0	
14	1	1	47	2	1	300	0.95	0.970232	0	0	0	
14	1	1	290	3	1	600	0.1	0.0544301	0	0	0	
14	1	1	187	4	1	300	0.4	0.453972	0	0	0	
14	1	1	147	5	2	0	0.95	0	150	50	144	
14	1	1	258	6	1	400	0.75	0.936304	0	0	0	
14	1	1	81	7	2	0	0.5	0	200	0	100	
14	1	1	76	8	2	0	0.5	0	25	0	12.5	
14	1	1	120	9	2	0	0.75	0	200	150	187	
14	1	1	119	10	1	500	0.05	0.0124662	0	0	0	
14	1	1	284	11	1	500	0.05	0.0150978	0	0	0	
14	1	1	298	12	1	400	0.4	0.434821	0	0	0	
14	1	1	75	13	2	0	0.4	0	200	150	169	
14	1	1	202	14	1	300	0.75	0.889347	0	0	0	
14	1	1	61	15	1	200	0.05	0.0134702	0	0	0	
14	1	1	58	16	1	400	0.01	0.00600444	0	0	0	
14	1	1	54	17	2	0	0.25	0	50	25	31.5	
14	1	1	9	18	2	0	0.01	0	50	25	25.5	
14	1	1	82	19	1	300	0.5	0.444263	0	0	0	
14	1	1	186	20	1	200	0.4	0.525458	0	0	0	
14	1	1	275	21	1	600	0.99	0.9953	0	0	0	
14	1	1	326	22	1	200	0.99	0.980851	0	0	0	
14	1	1	141	23	2	0	0.95	0	200	0	188	
14	1	1	28	24	1	400	0.5	0.484405	0	0	0	
14	1	1	19	25	1	500	0.25	0.42398	0	0	0	
14	1	1	140	26	2	0	0.95	0	150	0	141	
14	1	1	283	27	1	400	0.05	0.0392863	0	0	0	
14	1	1	94	28	1	500	0.75	0.912571	0	0	0	
14	1	1	295	29	1	600	0.25	0.286735	0	0	0	
14	1	1	80	30	1	600	0.4	0.453264	0	0	0	
14	1	1	157	31	2	0	0.99	0	400	0	392	
14	1	1	36	32	1	200	0.75	0.786321	0	0	0	
14	1	1	164	33	1	500	0.99	0.990276	0	0	0	
14	1	1	270	34	1	600	0.95	0.966238	0	0	0	
14	1	1	63	35	2	0	0.4	0	75	0	28.5	
14	1	1	87	36	2	0	0.5	0	150	50	100	
14	1	1	45	37	1	600	0.9	0.980382	0	0	0	
14	1	1	15	38	2	0	0.01	0	200	150	151	
14	1	1	107	39	1	300	0.99	0.990174	0	0	0	
14	1	1	77	40	1	300	0.4	0.321339	0	0	0	
14	1	1	91	41	2	0	0.6	0	25	0	14.5	
14	1	1	198	42	1	400	0.6	0.449991	0	0	0	
14	1	1	294	43	1	500	0.25	0.204709	0	0	0	
14	1	1	39	44	2	0	0.1	0	50	25	27.5	
14	1	1	12	45	2	0	0.01	0	150	50	52	
14	1	1	136	46	1	200	0.5	0.568063	0	0	0	
14	1	1	178	47	1	400	0.1	0.0537047	0	0	0	
14	1	1	30	48	1	600	0.5	0.546679	0	0	0	
14	1	1	292	49	1	300	0.25	0.310698	0	0	0	
14	1	1	330	50	1	600	0.99	0.992908	0	0	0	
14	1	1	302	51	1	300	0.5	0.370291	0	0	0	
14	1	1	37	52	2	0	0.1	0	400	0	40	
14	1	1	67	53	2	0	0.4	0	400	0	152	
14	1	1	11	54	1	200	0.1	0.0566238	0	0	0	
14	1	1	155	55	1	600	0.9	0.948299	0	0	0	
14	1	1	289	56	1	500	0.1	0.0461771	0	0	0	
