Subject#	Session#	Block#	Stim#	Trial#	Task	Numerosity	P_true	P_reported	x1	x2	CE	
19	1	1	311	1	1	200	0.75	0.798276	0	0	0	
19	1	1	121	2	1	200	0.1	0.202785	0	0	0	
19	1	1	4	3	1	500	0.01	0.0414402	0	0	0	
19	1	1	301	4	1	200	0.5	0.5	0	0	0	
19	1	1	86	5	2	0	0.5	0	100	50	73	
19	1	1	277	6	1	300	0.01	0.0478091	0	0	0	
19	1	1	57	7	2	0	0.25	0	150	50	80	
19	1	1	2	8	1	300	0.01	0.0987602	0	0	0	
19	1	1	285	9	1	600	0.05	0.0987602	0	0	0	
19	1	1	80	10	1	600	0.4	0.398098	0	0	0	
19	1	1	293	11	1	400	0.25	0.207031	0	0	0	
19	1	1	40	12	1	600	0.75	0.799338	0	0	0	
19	1	1	100	13	2	0	0.6	0	75	50	55.5	
19	1	1	82	14	2	0	0.5	0	400	0	72	
19	1	1	105	15	1	600	0.95	0.799338	0	0	0	
19	1	1	317	16	1	300	0.9	0.855596	0	0	0	
19	1	1	117	17	1	300	0.05	0.201724	0	0	0	
19	1	1	320	18	1	600	0.9	0.847104	0	0	0	
19	1	1	149	19	2	0	0.95	0	200	100	150	
19	1	1	71	20	1	200	0.25	0.303626	0	0	0	
19	1	1	150	21	2	0	0.95	0	200	150	175	
19	1	1	59	22	2	0	0.25	0	200	100	138	
19	1	1	121	23	2	0	0.9	0	25	0	19.5	
19	1	1	16	24	1	200	0.25	0.405528	0	0	0	
19	1	1	60	25	2	0	0.25	0	200	150	169	
19	1	1	95	26	1	600	0.75	0.801461	0	0	0	
19	1	1	182	27	1	300	0.25	0.198539	0	0	0	
19	1	1	46	28	1	200	0.95	0.90124	0	0	0	
19	1	1	244	29	1	500	0.4	0.399159	0	0	0	
19	1	1	329	30	1	500	0.99	0.961744	0	0	0	
19	1	1	31	31	1	200	0.6	0.591287	0	0	0	
19	1	1	100	32	1	600	0.9	0.800399	0	0	0	
19	1	1	239	33	1	500	0.25	0.198539	0	0	0	
19	1	1	201	34	1	200	0.75	0.702743	0	0	0	
19	1	1	99	35	2	0	0.6	0	50	25	39.5	
19	1	1	65	36	1	600	0.05	0.054178	0	0	0	
19	1	1	200	37	1	600	0.6	0.5	0	0	0	
19	1	1	292	38	1	300	0.25	0.404467	0	0	0	
19	1	1	114	39	2	0	0.75	0	50	25	37.5	
19	1	1	26	40	2	0	0.05	0	100	50	57	
19	1	1	82	41	1	300	0.5	0.599779	0	0	0	
19	1	1	18	42	2	0	0.05	0	75	0	22.5	
19	1	1	202	43	1	300	0.75	0.811014	0	0	0	
19	1	1	165	44	2	0	0.99	0	200	150	189	
19	1	1	137	45	1	300	0.5	0.446926	0	0	0	
19	1	1	142	46	1	300	0.6	0.608271	0	0	0	
19	1	1	31	47	2	0	0.1	0	25	0	7.5	
19	1	1	81	48	2	0	0.5	0	200	0	52	
19	1	1	112	49	2	0	0.75	0	400	0	168	
19	1	1	250	50	1	600	0.5	0.5	0	0	0	
19	1	1	198	51	1	400	0.6	0.790846	0	0	0	
19	1	1	69	52	2	0	0.4	0	50	25	32.5	
19	1	1	318	53	1	400	0.9	0.9299	0	0	0	
19	1	1	35	54	2	0	0.1	0	150	0	39	
19	1	1	313	55	1	400	0.75	0.807829	0	0	0	
19	1	1	5	56	1	600	0.01	0.0212721	0	0	0	
19	1	1	227	57	1	300	0.05	0.0976987	0	0	0	
19	1	1	51	58	2	0	0.25	0	200	0	36	
19	1	1	89	59	2	0	0.5	0	200	100	138	
19	1	1	181	60	1	200	0.25	0.400221	0	0	0	
19	1	1	222	61	1	300	0.01	0.0180876	0	0	0	
19	1	1	23	62	2	0	0.05	0	800	0	48	
19	1	1	275	63	1	600	0.99	0.976605	0	0	0	
19	1	1	324	64	1	500	0.95	0.947945	0	0	0	
19	1	1	72	65	2	0	0.4	0	150	50	56	
19	1	1	17	66	2	0	0.05	0	50	0	17	
19	1	1	68	67	2	0	0.4	0	800	0	48	
19	1	1	45	68	1	600	0.9	0.957498	0	0	0	
19	1	1	87	69	1	300	0.6	0.484078	0	0	0	
19	1	1	151	70	1	200	0.9	0.803584	0	0	0	
19	1	1	194	71	1	500	0.5	0.5	0	0	0	
19	1	1	175	72	1	600	0.05	0.0297639	0	0	0	
19	1	1	104	73	1	500	0.95	0.0414402	0	0	0	
19	1	1	161	74	2	0	0.99	0	100	50	79	
19	1	1	229	75	1	500	0.05	0.0393173	0	0	0	
19	1	1	204	76	1	500	0.75	0.796153	0	0	0	
19	1	1	138	77	1	400	0.5	0.504246	0	0	0	
19	1	1	9	78	1	500	0.05	0.0244565	0	0	0	
19	1	1	93	79	2	0	0.6	0	75	0	28.5	
19	1	1	130	80	2	0	0.9	0	75	50	64.5	
19	1	1	255	81	1	600	0.6	0.853473	0	0	0	
19	1	1	97	82	1	300	0.9	0.848166	0	0	0	
19	1	1	19	83	2	0	0.05	0	100	0	30	
19	1	1	178	84	1	400	0.1	0.0478091	0	0	0	
19	1	1	205	85	1	600	0.75	0.850289	0	0	0	
19	1	1	185	86	1	600	0.25	0.363069	0	0	0	
19	1	1	72	87	1	300	0.25	0.24206	0	0	0	
19	1	1	133	88	1	400	0.4	0.354577	0	0	0	
19	1	1	133	89	2	0	0.9	0	150	100	119	
19	1	1	94	90	1	500	0.75	0.800399	0	0	0	
19	1	1	14	91	1	500	0.1	0.140158	0	0	0	
19	1	1	203	92	1	400	0.75	0.807829	0	0	0	
19	1	1	297	93	1	300	0.4	0.59341	0	0	0	
19	1	1	25	94	1	600	0.4	0.348208	0	0	0	
19	1	1	54	95	2	0	0.25	0	50	25	32.5	
19	1	1	153	96	1	400	0.9	0.927777	0	0	0	
19	1	1	116	97	2	0	0.75	0	100	50	79	
19	1	1	225	98	1	600	0.01	0.00853431	0	0	0	
19	1	1	52	99	2	0	0.25	0	400	0	40	
19	1	2	139	100	1	500	0.5	0.5	0	0	0	
19	1	2	61	101	2	0	0.4	0	25	0	20.5	
19	1	2	94	102	2	0	0.6	0	100	0	50	
19	1	2	169	103	1	500	0.01	0.00959579	0	0	0	
19	1	2	101	104	1	200	0.95	0.807829	0	0	0	
19	1	2	135	105	1	600	0.4	0.454356	0	0	0	
19	1	2	184	106	1	500	0.25	0.386422	0	0	0	
19	1	2	84	107	1	500	0.5	0.5	0	0	0	
19	1	2	111	108	1	200	0.01	0.0149032	0	0	0	
